,0,1,2,3,4,5,6
0,Profit & Loss account of Phoenix Mills (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],249.18,444.43,440.33,397.21,375.90,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,
5,Revenue From Operations [Net],249.18,444.43,440.33,397.21,375.90,
6,Total Operating Revenues,249.18,444.43,440.33,397.21,375.90,
7,Other Income,297.57,42.48,62.61,52.68,55.07,
8,Total Revenue,546.75,486.91,502.94,449.89,430.98,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,0.00,0.00,0.00,0.00,0.00,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",0.00,0.00,0.00,0.00,0.00,
13,Employee Benefit Expenses,12.68,23.38,24.20,17.20,13.88,
14,Finance Costs,62.41,75.78,77.75,74.50,81.27,
15,Depreciation And Amortisation Expenses,42.38,46.31,44.20,40.29,30.07,
16,Other Expenses,113.03,161.88,147.49,127.79,108.23,
17,Total Expenses,230.50,307.35,293.64,259.78,233.44,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",316.25,179.56,209.30,190.11,197.54,
19,Exceptional Items,0.00,-1.25,0.00,0.00,-35.00,
20,Profit/Loss Before Tax,316.25,178.31,209.30,190.11,162.54,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,23.99,21.97,45.40,36.40,33.82,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,0.00,9.07,-7.49,-1.12,-4.83,
25,Tax For Earlier Years,0.00,-0.30,-1.70,0.00,0.00,
26,Total Tax Expenses,23.99,30.75,36.21,35.28,28.99,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,292.26,147.56,173.09,154.83,133.55,
28,Profit/Loss From Continuing Operations,292.26,147.56,173.09,154.83,133.55,
29,Profit/Loss For The Period,292.26,147.56,173.09,154.83,133.55,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),17.76,9.62,11.30,10.11,8.73,
33,Diluted EPS (Rs.),17.72,9.60,11.26,10.09,8.71,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,46.00,39.83,36.71,6.88,
42,Tax On Dividend,0.00,4.52,0.33,0.83,1.40,
43,Equity Dividend Rate (%),50.00,0.00,150.00,130.00,120.00,
