,0,1,2,3,4,5,6
0,Profit & Loss account of NHPC (in Rs. Cr.),Mar 20,Mar 19,Mar 18,Mar 17,Mar 16,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],8568.38,8131.94,6931.89,7191.53,7330.82,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,
5,Revenue From Operations [Net],8568.38,8131.94,6931.89,7191.53,7330.82,
6,Total Operating Revenues,8735.41,8161.18,6938.22,7271.17,7434.06,
7,Other Income,1036.18,924.78,1420.55,1457.67,919.76,
8,Total Revenue,9771.59,9085.96,8358.77,8728.84,8353.82,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,0.00,0.00,0.00,0.00,0.00,
11,Operating And Direct Expenses,901.67,796.85,716.38,0.00,0.05,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",0.00,0.00,0.00,0.00,0.00,
13,Employee Benefit Expenses,1515.52,1704.65,1535.89,1574.84,1115.90,
14,Finance Costs,795.42,894.88,922.32,1073.22,1067.37,
15,Depreciation And Amortisation Expenses,1545.34,1589.99,1395.51,1388.40,1452.14,
16,Other Expenses,1514.95,1165.53,972.37,1931.77,2108.49,
17,Total Expenses,6507.03,6164.58,5542.47,5968.23,5743.95,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",3264.56,2921.38,2816.30,2760.61,2609.87,
19,Exceptional Items,0.00,823.40,62.33,713.99,549.94,
20,Profit/Loss Before Tax,3264.56,3744.78,2878.63,3474.60,3159.81,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,602.40,649.78,627.77,706.56,744.97,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,-1.40,464.45,-518.17,89.44,35.24,
25,Tax For Earlier Years,0.00,0.00,0.00,-116.99,-23.67,
26,Total Tax Expenses,601.00,1114.23,109.60,679.01,756.54,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,2663.56,2630.55,2769.03,2795.59,2403.27,
28,Profit/Loss From Continuing Operations,3007.17,2630.55,2769.03,2795.59,2440.14,
29,Profit/Loss For The Period,3007.17,2630.55,2769.03,2795.59,2440.14,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),2.65,2.57,2.70,2.53,2.20,
33,Diluted EPS (Rs.),2.99,2.57,2.70,2.53,2.20,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.63,
39,Indigenous Stores And Spares,18.74,21.54,24.59,19.44,37.35,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,1938.69,1000.46,1251.65,2524.13,1660.60,
42,Tax On Dividend,298.78,148.57,126.86,472.22,338.06,
43,Equity Dividend Rate (%),15.00,15.00,14.00,18.00,15.00,
