,0,1,2,3,4,5,6
0,Profit & Loss account of Gulf Oil Lubricants India (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],1652.21,1639.02,1701.21,1375.36,1257.32,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,46.18,172.97,
5,Revenue From Operations [Net],1652.21,1639.02,1701.21,1329.18,1084.35,
6,Total Operating Revenues,1652.21,1643.50,1705.80,1332.26,1086.79,
7,Other Income,52.06,35.55,29.54,26.10,20.35,
8,Total Revenue,1704.26,1679.05,1735.34,1358.36,1107.14,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,828.58,781.99,898.89,676.45,566.89,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",-27.74,-14.99,-28.16,-10.80,-2.68,
13,Employee Benefit Expenses,116.46,113.99,101.74,82.56,70.78,
14,Finance Costs,14.64,24.83,15.16,8.53,9.82,
15,Depreciation And Amortisation Expenses,33.87,32.70,22.36,10.43,7.25,
16,Other Expenses,381.59,413.50,382.74,316.30,243.86,
17,Total Expenses,1435.52,1414.51,1460.26,1115.50,926.06,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",268.74,264.54,275.07,242.86,181.08,
19,Exceptional Items,0.00,0.00,0.00,0.00,0.00,
20,Profit/Loss Before Tax,268.74,264.54,275.07,242.86,181.08,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,68.65,66.25,88.37,78.28,62.67,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,0.00,-4.23,8.92,6.02,0.85,
25,Tax For Earlier Years,0.00,0.00,0.00,0.00,0.00,
26,Total Tax Expenses,68.65,62.02,97.29,84.30,63.53,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,200.09,202.52,177.78,158.56,117.56,
28,Profit/Loss From Continuing Operations,200.09,202.52,177.78,158.56,117.56,
29,Profit/Loss For The Period,200.09,202.52,177.78,158.56,117.56,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),39.86,40.51,35.73,31.92,23.70,
33,Diluted EPS (Rs.),39.70,40.23,35.50,31.65,23.53,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,35.06,54.77,19.88,17.38,
42,Tax On Dividend,0.00,7.21,11.26,4.05,3.54,
43,Equity Dividend Rate (%),800.00,700.00,575.00,525.00,425.00,
