,0,1,2,3,4,5,6
0,Profit & Loss account of Crompton Greaves Consumer Electrical (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],4749.95,4497.18,4463.88,4097.01,4010.67,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,25.46,115.78,
5,Revenue From Operations [Net],4749.95,4497.18,4463.88,4071.55,3894.89,
6,Total Operating Revenues,4749.95,4511.97,4478.91,4079.66,3900.89,
7,Other Income,75.63,58.87,48.26,30.75,19.49,
8,Total Revenue,4825.58,4570.84,4527.17,4110.41,3920.38,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,985.44,979.46,1056.49,875.79,826.43,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",-38.20,-126.29,-23.29,-14.79,-22.53,
13,Employee Benefit Expenses,336.58,310.95,291.88,282.65,232.20,
14,Finance Costs,42.91,40.67,59.60,63.74,65.53,
15,Depreciation And Amortisation Expenses,29.69,26.79,12.89,12.61,11.04,
16,Other Expenses,478.24,539.14,509.42,466.42,450.56,
17,Total Expenses,4117.86,3982.57,3965.61,3624.97,3492.82,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",707.72,588.27,561.56,485.44,427.56,
19,Exceptional Items,0.00,0.00,0.00,0.00,-2.52,
20,Profit/Loss Before Tax,707.72,588.27,561.56,485.44,425.04,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,102.98,83.81,171.12,181.80,153.77,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,0.00,9.76,-12.08,-20.15,-11.90,
25,Tax For Earlier Years,0.00,0.00,0.00,0.00,0.00,
26,Total Tax Expenses,102.98,93.57,159.04,161.65,141.87,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,604.74,494.70,402.52,323.79,283.17,
28,Profit/Loss From Continuing Operations,604.74,494.70,402.52,323.79,283.17,
29,Profit/Loss For The Period,604.74,494.70,402.52,323.79,283.17,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),9.64,7.89,6.42,5.17,4.52,
33,Diluted EPS (Rs.),9.56,7.83,6.38,5.15,4.51,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,0.00,125.40,113.15,0.00,
42,Tax On Dividend,0.00,0.00,6.84,0.00,0.00,
43,Equity Dividend Rate (%),275.00,0.00,100.00,88.00,75.00,
