,0,1,2,3,4,5,6
0,Profit & Loss account of Narayana Hrudayalaya (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],1653.93,2226.23,2065.16,1833.57,1631.31,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,
5,Revenue From Operations [Net],1653.93,2226.23,2065.16,1833.57,1631.31,
6,Total Operating Revenues,1653.93,2239.35,2077.16,1847.58,1645.92,
7,Other Income,76.50,24.14,17.66,18.64,18.15,
8,Total Revenue,1730.43,2263.49,2094.82,1866.21,1664.06,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,0.00,0.00,0.00,0.00,0.00,
11,Operating And Direct Expenses,0.00,1335.52,1300.54,751.24,632.27,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",11.04,15.51,1.12,-7.04,0.47,
13,Employee Benefit Expenses,402.56,448.62,399.02,368.86,329.83,
14,Finance Costs,43.47,49.11,35.90,19.68,11.81,
15,Depreciation And Amortisation Expenses,122.90,127.72,90.71,78.05,68.21,
16,Other Expenses,804.81,183.02,187.68,558.86,470.96,
17,Total Expenses,1851.41,2159.49,2014.97,1769.64,1513.54,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",-120.99,104.00,79.85,96.57,150.52,
19,Exceptional Items,0.00,0.00,-0.45,-1.16,-3.19,
20,Profit/Loss Before Tax,-120.99,104.00,79.40,95.41,147.33,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,-42.31,38.85,19.78,21.98,50.92,
23,Less: MAT Credit Entitlement,0.00,0.00,19.78,21.98,0.00,
24,Deferred Tax,0.00,-1.09,29.31,36.99,1.30,
25,Tax For Earlier Years,0.00,-1.50,0.00,0.00,0.00,
26,Total Tax Expenses,-42.31,36.26,29.31,36.99,52.22,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,-78.67,67.74,50.08,58.42,95.11,
28,Profit/Loss From Continuing Operations,-78.67,67.74,50.08,58.42,95.11,
29,Profit/Loss For The Period,-78.67,67.74,50.08,58.42,95.11,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),-3.88,3.34,2.47,2.88,4.70,
33,Diluted EPS (Rs.),-3.88,3.34,2.47,2.88,4.69,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,48.97,0.00,0.00,0.00,
42,Tax On Dividend,0.00,0.00,0.00,0.00,0.00,
43,Equity Dividend Rate (%),0.00,10.00,10.00,0.00,0.00,
