,0,1,2,3,4,5,6
0,Profit & Loss account of Motilal Oswal Financial Services (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],2107.92,1238.36,1179.15,1325.59,129.94,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,
5,Revenue From Operations [Net],2107.92,1238.36,1179.15,1325.59,129.94,
6,Total Operating Revenues,2161.45,1269.49,1217.27,1355.30,131.75,
7,Other Income,22.84,36.90,31.42,3.67,0.90,
8,Total Revenue,2184.29,1306.39,1248.69,1358.97,132.65,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,0.00,0.00,0.00,0.00,0.00,
11,Operating And Direct Expenses,0.00,491.59,318.32,333.64,1.23,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",0.00,0.00,0.00,0.00,0.00,
13,Employee Benefit Expenses,385.89,311.71,279.06,271.34,0.48,
14,Finance Costs,127.70,129.24,104.28,92.88,4.88,
15,Depreciation And Amortisation Expenses,36.49,29.84,18.01,29.42,6.92,
16,Other Expenses,692.36,135.52,128.71,111.43,3.72,
17,Total Expenses,1258.84,1112.29,855.19,853.15,17.23,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",925.45,194.10,393.50,505.82,115.42,
19,Exceptional Items,-88.10,0.00,0.00,0.00,-27.88,
20,Profit/Loss Before Tax,837.35,194.10,393.50,505.82,87.54,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,124.95,70.56,89.14,85.90,7.27,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,-5.30,7.91,
24,Deferred Tax,0.00,-73.26,-19.27,12.87,3.55,
25,Tax For Earlier Years,0.00,0.00,0.00,2.68,-2.86,
26,Total Tax Expenses,124.95,-2.70,69.87,106.75,0.05,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,712.40,196.80,323.63,399.07,87.49,
28,Profit/Loss From Continuing Operations,712.40,196.80,323.63,399.07,87.49,
29,Profit/Loss For The Period,712.40,196.80,322.31,393.27,86.30,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),48.42,13.39,22.16,27.18,6.03,
33,Diluted EPS (Rs.),47.60,13.09,21.56,26.75,5.94,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,124.91,123.74,101.28,35.88,
42,Tax On Dividend,0.00,0.02,10.48,9.67,7.30,
43,Equity Dividend Rate (%),1000.00,400.00,850.00,850.00,550.00,
