,0,1,2,3,4,5,6
0,Profit & Loss account of Welspun Corp (in Rs. Cr.),Mar 20,Mar 19,Mar 18,Mar 17,Mar 16,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],4109.89,3986.20,5002.01,4262.81,3768.87,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,44.76,136.76,144.56,
5,Revenue From Operations [Net],4109.89,3986.20,4957.25,4126.06,3624.31,
6,Total Operating Revenues,4253.40,4136.49,5215.13,4345.80,3785.39,
7,Other Income,401.84,125.57,130.23,213.07,128.42,
8,Total Revenue,4655.23,4262.06,5345.35,4558.87,3913.81,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,3757.65,3002.57,4072.86,2845.34,2144.88,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",-865.91,204.95,-122.77,-38.49,-4.08,
13,Employee Benefit Expenses,199.19,189.58,179.94,184.52,193.79,
14,Finance Costs,111.37,117.97,145.76,207.30,192.66,
15,Depreciation And Amortisation Expenses,123.40,112.95,237.53,244.25,247.53,
16,Other Expenses,877.39,807.70,628.53,505.29,602.06,
17,Total Expenses,4203.09,4435.73,5149.50,4295.08,4048.15,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",452.14,-173.67,195.85,263.79,-134.35,
19,Exceptional Items,0.00,0.00,0.00,0.00,0.00,
20,Profit/Loss Before Tax,452.14,-173.67,195.85,263.79,-134.35,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,130.01,13.44,106.30,41.81,0.00,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,15.94,8.61,-36.27,47.38,-40.98,
25,Tax For Earlier Years,0.00,0.00,0.00,0.00,0.00,
26,Total Tax Expenses,145.94,22.05,70.03,89.19,-40.98,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,306.20,-195.71,125.82,174.60,-93.36,
28,Profit/Loss From Continuing Operations,306.20,-195.71,125.82,174.60,-93.36,
29,Profit/Loss For The Period,268.14,-277.21,125.82,174.60,-93.36,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),10.18,-10.45,4.74,6.58,-3.54,
33,Diluted EPS (Rs.),10.15,-10.45,4.74,6.58,-3.54,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,1829.87,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,315.02,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,17.51,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,72.42,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,274.13,13.26,13.26,13.26,13.26,
42,Tax On Dividend,0.00,2.73,2.70,2.70,2.70,
43,Equity Dividend Rate (%),210.00,10.00,10.00,10.00,10.00,
