,0,1,2,3,4,5,6
0,Profit & Loss account of Advanced Enzyme Technologies (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],283.47,244.92,220.24,212.20,183.45,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,3.25,11.14,
5,Revenue From Operations [Net],283.47,244.92,220.24,208.96,172.31,
6,Total Operating Revenues,283.47,247.35,222.09,212.06,172.64,
7,Other Income,6.82,9.00,5.61,5.05,6.42,
8,Total Revenue,290.30,256.36,227.70,217.11,179.06,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,95.03,94.44,80.43,84.70,65.19,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",1.27,-5.68,5.40,0.81,-3.09,
13,Employee Benefit Expenses,34.23,32.61,35.07,32.48,27.34,
14,Finance Costs,0.08,1.10,2.23,3.06,2.72,
15,Depreciation And Amortisation Expenses,8.93,8.81,8.56,7.81,8.33,
16,Other Expenses,52.31,49.22,48.80,44.40,34.92,
17,Total Expenses,191.87,180.50,180.50,173.27,135.40,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",98.43,75.85,47.20,43.84,43.65,
19,Exceptional Items,0.00,0.00,0.00,0.00,0.00,
20,Profit/Loss Before Tax,98.43,75.85,47.20,43.84,43.65,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,27.42,19.39,11.96,9.38,8.46,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.09,
24,Deferred Tax,0.00,-1.49,0.01,-1.43,0.06,
25,Tax For Earlier Years,0.00,0.00,0.00,0.00,0.66,
26,Total Tax Expenses,27.42,17.90,11.97,7.95,9.08,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,71.01,57.96,35.23,35.89,34.57,
28,Profit/Loss From Continuing Operations,71.01,57.96,35.23,35.89,34.57,
29,Profit/Loss For The Period,71.01,57.96,35.23,35.89,34.57,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),6.36,5.19,3.16,3.22,3.12,
33,Diluted EPS (Rs.),6.35,5.18,3.15,3.21,3.12,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,6.70,5.58,4.47,0.00,
42,Tax On Dividend,0.00,0.99,0.56,0.24,0.00,
43,Equity Dividend Rate (%),45.00,30.00,30.00,25.00,20.00,
