,0,1,2,3,4,5,6
0,Profit & Loss account of TCI Express (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],843.99,1031.96,1023.79,885.08,750.27,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,
5,Revenue From Operations [Net],843.99,1031.96,1023.79,885.08,750.27,
6,Total Operating Revenues,843.99,1031.96,1023.79,885.08,750.27,
7,Other Income,7.65,4.37,3.19,2.08,1.37,
8,Total Revenue,851.64,1036.33,1026.98,887.16,751.63,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,0.00,0.00,0.00,0.00,0.00,
11,Operating And Direct Expenses,0.00,734.16,753.37,664.43,576.58,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",0.00,0.00,0.00,0.00,0.00,
13,Employee Benefit Expenses,87.34,101.80,85.86,72.52,58.82,
14,Finance Costs,0.78,0.90,3.78,3.76,2.44,
15,Depreciation And Amortisation Expenses,8.97,7.79,6.53,5.21,4.31,
16,Other Expenses,622.33,74.70,65.57,57.48,52.97,
17,Total Expenses,719.42,919.35,915.11,803.40,695.13,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",132.22,116.98,111.87,83.76,56.51,
19,Exceptional Items,0.00,0.00,0.00,0.00,0.00,
20,Profit/Loss Before Tax,132.22,116.98,111.87,83.76,56.51,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,31.62,28.95,37.37,24.20,20.14,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,0.00,-1.05,1.66,0.95,-1.12,
25,Tax For Earlier Years,0.00,0.00,0.00,0.22,0.00,
26,Total Tax Expenses,31.62,27.90,39.03,25.37,19.02,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,100.60,89.08,72.84,58.40,37.49,
28,Profit/Loss From Continuing Operations,100.60,89.08,72.84,58.40,37.49,
29,Profit/Loss For The Period,100.60,89.08,72.84,58.40,37.49,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),26.19,23.23,19.02,15.25,9.79,
33,Diluted EPS (Rs.),26.15,23.19,19.00,15.25,9.79,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,17.64,11.11,10.72,3.06,
42,Tax On Dividend,0.00,3.63,2.28,2.18,0.62,
43,Equity Dividend Rate (%),200.00,200.00,150.00,125.00,80.00,
