,0,1,2,3,4,5,6
0,Profit & Loss account of Nilkamal (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],1888.03,2061.90,2287.74,2095.24,2086.98,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,36.79,138.20,
5,Revenue From Operations [Net],1888.03,2061.90,2287.74,2058.45,1948.78,
6,Total Operating Revenues,1888.03,2081.47,2304.18,2071.16,1956.65,
7,Other Income,14.48,10.89,17.09,7.74,12.01,
8,Total Revenue,1902.51,2092.36,2321.28,2078.90,1968.66,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,694.91,677.08,874.41,728.59,689.44,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",-18.39,8.06,-36.49,-7.36,-29.50,
13,Employee Benefit Expenses,154.40,175.38,177.88,164.33,145.65,
14,Finance Costs,23.14,25.74,15.80,12.49,11.59,
15,Depreciation And Amortisation Expenses,92.67,90.51,49.64,48.47,48.82,
16,Other Expenses,439.99,500.03,561.23,510.11,462.66,
17,Total Expenses,1763.48,1934.16,2162.59,1900.14,1799.74,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",139.03,158.20,158.68,178.76,168.92,
19,Exceptional Items,0.00,0.00,0.00,0.00,0.00,
20,Profit/Loss Before Tax,139.03,158.20,158.68,178.76,168.92,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,35.61,40.30,48.10,56.95,53.90,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,0.00,-4.11,7.34,4.70,-3.44,
25,Tax For Earlier Years,0.00,0.00,-7.98,0.00,0.00,
26,Total Tax Expenses,35.61,36.19,47.46,61.65,50.46,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,103.42,122.01,111.23,117.11,118.45,
28,Profit/Loss From Continuing Operations,103.42,122.01,111.23,117.11,118.45,
29,Profit/Loss For The Period,103.42,122.01,111.23,117.11,118.45,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),69.31,81.76,74.54,78.48,79.38,
33,Diluted EPS (Rs.),69.31,81.76,74.54,78.48,79.38,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,35.81,19.40,16.41,5.97,
42,Tax On Dividend,0.00,6.64,3.39,1.70,0.50,
43,Equity Dividend Rate (%),150.00,150.00,130.00,130.00,110.00,
