,0,1,2,3,4,5,6
0,Profit & Loss account of Lemon Tree Hotels Ltd. (in Rs. Cr.),Mar 20,Mar 19,Mar 18,Mar 17,Mar 16,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],212.98,220.56,194.50,182.06,165.88,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,
5,Revenue From Operations [Net],212.98,220.56,194.50,182.06,165.88,
6,Total Operating Revenues,269.58,273.32,231.08,218.43,193.28,
7,Other Income,3.67,9.32,7.05,7.00,3.59,
8,Total Revenue,273.24,282.64,238.13,225.43,196.87,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,0.00,0.00,0.00,0.00,0.00,
11,Operating And Direct Expenses,16.67,17.73,15.59,13.67,13.08,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",0.00,0.00,0.00,0.00,0.00,
13,Employee Benefit Expenses,61.48,57.65,50.93,50.30,47.22,
14,Finance Costs,46.72,32.07,29.05,37.56,42.58,
15,Depreciation And Amortisation Expenses,21.69,19.84,19.77,21.20,21.84,
16,Other Expenses,86.03,106.92,96.52,94.80,88.09,
17,Total Expenses,232.59,234.19,211.86,217.53,212.81,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",40.65,48.45,26.28,7.90,-15.94,
19,Exceptional Items,0.00,0.00,0.00,0.00,0.00,
20,Profit/Loss Before Tax,40.65,48.45,26.28,7.90,-15.94,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,6.90,10.05,4.13,1.29,0.39,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,1.55,-24.84,0.00,0.00,0.00,
25,Tax For Earlier Years,0.00,0.00,0.00,0.00,0.00,
26,Total Tax Expenses,8.45,-14.79,4.13,1.29,0.39,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,32.20,63.24,22.14,6.61,-16.34,
28,Profit/Loss From Continuing Operations,32.20,63.24,22.14,6.61,-16.34,
29,Profit/Loss For The Period,32.20,63.24,22.14,6.61,-16.34,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),0.41,0.80,0.28,0.08,-0.21,
33,Diluted EPS (Rs.),0.41,0.80,0.28,0.08,-0.21,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,0.00,0.00,0.00,0.00,
42,Tax On Dividend,0.00,0.00,0.00,0.00,0.00,
43,Equity Dividend Rate (%),0.00,0.00,0.00,0.00,0.00,
