,0,1,2,3,4,5,6
0,Profit & Loss account of Indian Energy Exchange (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],317.11,256.81,253.88,230.27,198.38,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,
5,Revenue From Operations [Net],317.11,256.81,253.88,230.27,198.38,
6,Total Operating Revenues,317.11,257.03,254.08,230.45,198.65,
7,Other Income,40.27,40.12,40.08,25.62,34.23,
8,Total Revenue,357.39,297.15,294.16,256.07,232.87,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,0.00,0.00,0.00,0.00,0.00,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",0.00,0.00,0.00,0.00,0.00,
13,Employee Benefit Expenses,38.98,32.53,24.83,24.08,15.48,
14,Finance Costs,2.05,1.57,0.73,0.23,0.42,
15,Depreciation And Amortisation Expenses,15.86,15.24,10.42,10.27,3.42,
16,Other Expenses,18.70,20.03,26.42,21.50,39.71,
17,Total Expenses,75.59,69.37,62.41,56.08,59.02,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",281.80,227.79,231.75,200.00,173.85,
19,Exceptional Items,0.00,0.00,0.00,0.00,0.00,
20,Profit/Loss Before Tax,281.80,227.79,231.75,200.00,173.85,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,68.31,49.58,57.28,53.96,61.11,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,0.00,0.14,9.80,15.59,-1.89,
25,Tax For Earlier Years,0.00,0.15,-0.37,-1.24,1.05,
26,Total Tax Expenses,68.31,49.87,66.71,68.31,60.27,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,213.49,177.92,165.04,131.69,113.58,
28,Profit/Loss From Continuing Operations,213.49,177.92,165.04,131.69,113.58,
29,Profit/Loss For The Period,213.49,177.92,165.04,131.69,113.58,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),7.15,5.96,5.47,44.61,39.06,
33,Diluted EPS (Rs.),7.15,5.96,5.46,44.05,37.67,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,74.89,0.00,101.90,86.44,
42,Tax On Dividend,0.00,15.40,0.00,21.61,18.52,
43,Equity Dividend Rate (%),250.00,250.00,0.00,220.00,300.00,
