,0,1,2,3,4,5,6
0,Profit & Loss account of Graphite India (in Rs. Cr.),Mar 20,Mar 19,Mar 18,Mar 17,Mar 16,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],2817.41,6597.56,2941.36,1368.86,1396.40,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,25.23,85.98,77.96,
5,Revenue From Operations [Net],2817.41,6597.56,2916.13,1282.88,1318.44,
6,Total Operating Revenues,2875.37,6737.30,2958.20,1305.77,1346.67,
7,Other Income,156.91,196.35,88.89,83.89,26.00,
8,Total Revenue,3032.28,6933.65,3047.09,1389.66,1372.68,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,1958.26,2100.22,711.45,517.32,459.91,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",160.06,-679.33,13.18,20.09,128.08,
13,Employee Benefit Expenses,206.24,221.64,175.78,152.04,136.14,
14,Finance Costs,17.12,10.89,6.18,6.50,7.41,
15,Depreciation And Amortisation Expenses,44.20,56.01,46.43,41.56,44.42,
16,Other Expenses,645.17,888.73,693.45,540.72,467.56,
17,Total Expenses,3031.05,2598.16,1658.27,1278.23,1244.43,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",1.23,4335.49,1388.82,111.43,128.25,
19,Exceptional Items,0.00,-54.86,0.00,0.00,0.00,
20,Profit/Loss Before Tax,1.23,4280.63,1388.82,111.43,128.25,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,2.40,1468.58,464.72,3.28,49.50,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,-32.50,6.30,10.47,-4.13,-3.63,
25,Tax For Earlier Years,0.00,0.00,0.00,0.00,0.00,
26,Total Tax Expenses,-30.10,1474.88,475.19,-0.85,45.87,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,31.33,2805.75,913.63,112.28,82.38,
28,Profit/Loss From Continuing Operations,31.33,2805.75,913.63,112.28,82.38,
29,Profit/Loss For The Period,31.33,2805.75,913.63,112.28,82.38,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),1.60,143.61,46.76,5.75,4.22,
33,Diluted EPS (Rs.),1.60,143.61,46.76,5.75,4.22,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,249.19,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,210.72,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,1.65,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,101.70,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,722.89,625.20,136.77,0.00,39.08,
42,Tax On Dividend,148.59,128.51,27.84,0.00,7.95,
43,Equity Dividend Rate (%),100.00,2750.00,850.00,100.00,100.00,
