,0,1,2,3,4,5,6
0,Profit & Loss account of NBCC (India) (in Rs. Cr.),Mar 20,Mar 19,Mar 18,Mar 17,Mar 16,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],5179.72,7141.60,5871.69,6211.17,5749.23,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,
5,Revenue From Operations [Net],5179.72,7141.60,5871.69,6211.17,5749.23,
6,Total Operating Revenues,5210.34,7244.76,5905.01,6279.39,5827.10,
7,Other Income,235.09,187.47,106.13,88.58,129.05,
8,Total Revenue,5445.43,7432.23,6011.14,6367.96,5956.15,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,0.00,0.00,0.00,0.00,0.00,
11,Operating And Direct Expenses,4750.95,6227.58,5125.60,5713.55,5481.20,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",46.36,206.47,-87.23,-152.26,-300.04,
13,Employee Benefit Expenses,253.72,263.13,309.67,236.09,222.26,
14,Finance Costs,6.66,0.61,0.21,0.72,36.77,
15,Depreciation And Amortisation Expenses,2.77,2.64,2.71,2.61,2.23,
16,Other Expenses,139.66,152.61,157.33,79.00,71.19,
17,Total Expenses,5204.15,6873.76,5508.52,5880.31,5519.55,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",241.28,558.46,502.62,487.65,436.60,
19,Exceptional Items,0.00,0.00,0.00,0.00,0.00,
20,Profit/Loss Before Tax,241.28,558.46,502.62,487.65,436.60,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,63.79,190.28,187.59,164.55,139.38,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,97.62,-17.18,-16.06,-11.54,-11.96,
25,Tax For Earlier Years,0.00,1.24,-2.51,-16.45,0.00,
26,Total Tax Expenses,161.42,174.35,169.02,136.55,127.42,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,79.87,384.11,333.61,351.10,309.19,
28,Profit/Loss From Continuing Operations,79.87,384.11,333.61,351.10,308.80,
29,Profit/Loss For The Period,79.87,384.11,333.61,351.10,308.80,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),0.44,2.13,1.85,1.95,5.15,
33,Diluted EPS (Rs.),0.44,2.13,1.85,1.95,5.15,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,23.91,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,117.00,117.00,150.30,201.84,120.00,
42,Tax On Dividend,7.31,4.52,27.31,0.00,24.43,
43,Equity Dividend Rate (%),14.00,65.00,84.00,82.00,100.00,
