,0,1,2,3,4,5,6
0,Profit & Loss account of KRBL (in Rs. Cr.),Mar 20,Mar 19,Mar 18,Mar 17,Mar 16,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],4484.13,4114.24,3235.78,3141.12,3359.72,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.87,
5,Revenue From Operations [Net],4484.13,4114.24,3235.78,3141.12,3358.85,
6,Total Operating Revenues,4498.64,4119.57,3246.44,3146.48,3358.85,
7,Other Income,22.26,14.90,40.07,6.07,92.58,
8,Total Revenue,4520.90,4134.47,3286.51,3152.55,3451.43,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,3035.92,3167.61,2255.37,2470.91,2721.52,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",173.40,-286.23,-98.63,-260.65,-154.55,
13,Employee Benefit Expenses,82.35,74.19,75.02,69.89,62.41,
14,Finance Costs,62.44,67.56,69.23,54.82,63.35,
15,Depreciation And Amortisation Expenses,72.82,64.38,67.68,61.35,50.04,
16,Other Expenses,323.08,302.07,223.28,198.98,235.74,
17,Total Expenses,3762.13,3401.23,2604.16,2613.27,2990.00,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",758.77,733.24,682.35,539.28,461.43,
19,Exceptional Items,0.00,0.00,0.00,0.00,2.56,
20,Profit/Loss Before Tax,758.77,733.24,682.35,539.28,463.98,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,200.21,230.16,202.33,115.77,100.13,
23,Less: MAT Credit Entitlement,0.00,14.90,0.00,0.00,14.21,
24,Deferred Tax,-0.85,14.71,18.24,22.39,6.69,
25,Tax For Earlier Years,0.00,0.00,0.00,0.00,0.00,
26,Total Tax Expenses,199.36,229.97,220.57,138.16,92.61,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,559.41,503.27,461.78,401.12,371.37,
28,Profit/Loss From Continuing Operations,559.41,503.27,461.78,401.12,371.37,
29,Profit/Loss For The Period,559.41,503.27,461.78,401.12,371.37,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),23.76,21.38,19.62,17.04,15.78,
33,Diluted EPS (Rs.),23.76,21.38,19.62,17.04,15.78,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,2597.97,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.14,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,115.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,124.76,54.14,49.43,0.00,44.72,
42,Tax On Dividend,25.64,11.02,4.83,0.00,0.00,
43,Equity Dividend Rate (%),280.00,250.00,230.00,210.00,190.00,
