,0,1,2,3,4,5,6
0,Profit & Loss account of Ingersoll Rand (India) (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],617.73,695.32,727.14,615.93,651.50,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,10.46,43.53,
5,Revenue From Operations [Net],617.73,695.32,727.14,605.47,607.98,
6,Total Operating Revenues,617.73,705.62,739.07,614.80,620.44,
7,Other Income,13.05,36.13,33.92,71.39,70.87,
8,Total Revenue,630.78,741.75,773.00,686.19,691.32,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,353.01,385.22,418.98,340.56,374.31,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",3.88,0.34,-4.07,3.26,-6.70,
13,Employee Benefit Expenses,84.42,126.35,119.74,106.10,93.30,
14,Finance Costs,1.69,2.60,0.49,-2.08,0.79,
15,Depreciation And Amortisation Expenses,14.26,18.26,11.37,12.60,11.80,
16,Other Expenses,53.54,81.83,85.97,83.53,89.87,
17,Total Expenses,523.00,627.71,645.55,554.54,576.93,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",107.78,114.04,127.45,131.65,114.39,
19,Exceptional Items,0.00,0.00,0.00,0.00,0.00,
20,Profit/Loss Before Tax,107.78,114.04,127.45,131.65,114.39,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,35.43,28.76,43.11,43.49,37.58,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,0.00,1.78,3.89,2.99,2.67,
25,Tax For Earlier Years,0.00,-1.10,-0.48,-3.72,-3.13,
26,Total Tax Expenses,35.43,29.44,46.52,42.76,37.11,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,72.35,84.60,80.93,88.89,77.27,
28,Profit/Loss From Continuing Operations,72.35,84.60,80.93,88.89,77.27,
29,Profit/Loss For The Period,72.35,84.60,80.93,88.89,77.27,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),22.92,26.80,25.64,28.16,24.48,
33,Diluted EPS (Rs.),22.92,26.80,25.64,28.16,24.48,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,88.39,656.61,22.80,22.80,
42,Tax On Dividend,0.00,29.59,134.97,0.00,0.00,
43,Equity Dividend Rate (%),30.00,280.00,60.00,2080.00,60.00,
