,0,1,2,3,4,5,6
0,Profit & Loss account of Indian Bank (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Interest / Discount on Advances / Bills,27454.63,15933.04,13983.87,11857.14,11461.32,
4,Income from Investments,11166.89,5278.82,5043.42,5113.15,4423.95,
5,Interest on Balance with RBI and Other Inter-Bank funds,425.46,177.43,139.52,121.65,125.59,
6,Others,58.80,15.68,17.99,21.71,28.88,
7,Total Interest Earned,39105.79,21404.97,19184.81,17113.65,16039.75,
8,Other Income,6079.25,3312.46,1882.89,2405.84,2211.37,
9,Total Income,45185.04,24717.43,21067.70,19519.48,18251.12,
10,EXPENDITURE,,,,,,
11,Interest Expended,23439.84,13798.55,12166.72,10850.09,10893.69,
12,Payments to and Provisions for Employees,6378.24,2472.96,2222.87,2100.25,1991.49,
13,Depreciation,0.00,313.63,258.97,236.40,165.71,
14,Operating Expenses (excludes Employee Cost & Depreciation),3971.31,1634.25,1538.53,1331.75,1199.53,
15,Total Operating Expenses,10349.55,4420.84,4020.37,3668.40,3356.72,
16,Provision Towards Income Tax,-99.10,619.37,-37.74,-182.57,0.00,
17,Provision Towards Deferred Tax,0.00,0.00,0.00,0.00,0.00,
18,Other Provisions and Contingencies,8490.07,5125.31,4596.40,3924.57,2595.03,
19,Total Provisions and Contingencies,8390.97,5744.68,4558.66,3742.00,2595.03,
20,Total Expenditure,42180.36,23964.08,20745.75,18260.49,16845.44,
21,Net Profit / Loss for The Year,3004.68,753.36,321.95,1258.99,1405.68,
22,Net Profit / Loss After EI & Prior Year Items,3004.68,753.36,321.95,1258.99,1405.68,
23,Profit / Loss Brought Forward,0.00,99.15,98.15,97.11,96.36,
24,Total Profit / Loss available for Appropriations,0.00,852.51,420.10,1356.10,1502.04,
25,APPROPRIATIONS,,,,,,
26,Transfer To / From Statutory Reserve,0.00,188.34,80.50,314.75,351.50,
27,Transfer To / From Capital Reserve,0.00,152.15,40.79,35.20,42.59,
28,Transfer To / From Revenue And Other Reserves,0.00,15.00,10.66,870.00,615.00,
29,Dividend and Dividend Tax for The Previous Year,0.00,0.00,0.00,0.00,0.00,
30,Equity Share Dividend,0.00,0.00,0.00,0.00,288.18,
31,Tax On Dividend,0.00,0.00,0.00,0.00,58.67,
32,Balance Carried Over To Balance Sheet,0.00,99.16,99.15,98.15,97.11,
33,Total Appropriations,0.00,852.51,420.10,1356.10,1502.04,
34,OTHER INFORMATION,,,,,,
35,EARNINGS PER SHARE,,,,,,
36,Basic EPS (Rs.),26.61,14.33,6.70,26.21,29.27,
37,Diluted EPS (Rs.),26.61,14.33,6.70,26.21,29.27,
38,DIVIDEND PERCENTAGE,,,,,,
39,Equity Dividend Rate (%),20.00,0.00,0.00,0.00,60.00,
