,0,1,2,3,4,5,6
0,Profit & Loss account of TVS Motor Company (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],16750.54,16073.63,17912.51,15310.00,13063.82,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,343.22,1054.75,
5,Revenue From Operations [Net],16750.54,16073.63,17912.51,14966.78,12009.07,
6,Total Operating Revenues,16750.54,16423.34,18209.92,15129.66,12135.31,
7,Other Income,32.97,32.10,7.54,144.78,173.37,
8,Total Revenue,16783.51,16455.44,18217.46,15274.44,12308.68,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,12506.89,11854.80,13672.80,10909.92,8620.88,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",-7.25,21.93,-75.37,-31.34,-58.73,
13,Employee Benefit Expenses,948.47,938.41,922.63,868.01,745.64,
14,Finance Costs,141.60,102.19,80.56,56.62,43.95,
15,Depreciation And Amortisation Expenses,493.68,489.03,399.27,338.73,287.81,
16,Other Expenses,1649.67,2003.14,2011.77,1999.45,1679.23,
17,Total Expenses,15957.27,15668.70,17256.50,14395.80,11610.00,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",826.24,786.74,960.96,878.64,698.68,
19,Exceptional Items,0.00,-32.33,0.00,0.00,0.00,
20,Profit/Loss Before Tax,826.24,754.41,960.96,878.64,698.68,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,214.20,233.90,276.76,197.06,159.78,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,0.00,-71.74,14.06,18.99,-19.18,
25,Tax For Earlier Years,0.00,0.00,0.00,0.00,0.00,
26,Total Tax Expenses,214.20,162.16,290.82,216.05,140.60,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,612.04,592.25,670.14,662.59,558.08,
28,Profit/Loss From Continuing Operations,612.04,592.25,670.14,662.59,558.08,
29,Profit/Loss For The Period,612.04,592.25,670.14,662.59,558.08,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),12.88,12.47,14.11,13.95,11.75,
33,Diluted EPS (Rs.),12.88,12.47,14.11,13.95,11.75,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,166.28,166.28,156.78,118.78,
42,Tax On Dividend,0.00,33.75,33.70,30.85,22.51,
43,Equity Dividend Rate (%),350.00,350.00,350.00,330.00,250.00,
