,0,1,2,3,4,5,6
0,Profit & Loss account of PTC India (in Rs. Cr.),Mar 20,Mar 19,Mar 18,Mar 17,Mar 16,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],16442.97,13164.39,17885.48,13769.59,12798.72,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,
5,Revenue From Operations [Net],16442.97,13164.39,17885.48,13769.59,12798.72,
6,Total Operating Revenues,16442.97,13495.65,18189.04,14074.83,12798.72,
7,Other Income,45.33,131.64,203.11,237.99,83.51,
8,Total Revenue,16488.30,13627.29,18392.15,14312.82,12882.23,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,0.00,0.00,0.00,0.00,0.00,
11,Operating And Direct Expenses,23.93,199.62,189.43,210.07,33.72,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",0.00,0.00,0.00,0.00,0.00,
13,Employee Benefit Expenses,39.21,33.02,30.42,28.66,25.32,
14,Finance Costs,55.04,143.03,117.28,134.59,1.90,
15,Depreciation And Amortisation Expenses,2.85,3.03,2.85,2.71,3.49,
16,Other Expenses,66.94,46.31,44.04,48.49,79.95,
17,Total Expenses,16064.64,13229.84,17947.40,13903.79,12500.54,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",423.66,397.45,444.75,409.03,381.69,
19,Exceptional Items,-1.13,0.03,0.02,-0.02,-37.52,
20,Profit/Loss Before Tax,422.53,397.48,444.77,409.01,344.17,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,102.51,137.35,127.02,119.32,111.01,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,-0.09,-2.19,-1.45,-1.18,-0.45,
25,Tax For Earlier Years,0.00,0.00,0.00,0.00,0.00,
26,Total Tax Expenses,102.42,135.16,125.57,118.14,110.56,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,320.11,262.32,319.20,290.87,233.61,
28,Profit/Loss From Continuing Operations,320.11,262.32,319.20,290.87,233.61,
29,Profit/Loss For The Period,320.11,262.32,319.20,290.87,233.61,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),10.81,8.86,10.78,9.83,7.89,
33,Diluted EPS (Rs.),10.81,8.86,10.78,9.83,7.89,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,118.40,118.40,88.80,74.00,74.00,
42,Tax On Dividend,17.47,22.62,5.33,6.83,8.19,
43,Equity Dividend Rate (%),55.00,40.00,40.00,30.00,25.00,
