,0,1,2,3,4,5,6
0,Profit & Loss account of Tata Steel BSL Limited (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],19976.90,17237.79,19860.11,16760.62,14570.05,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,391.87,1321.36,
5,Revenue From Operations [Net],19976.90,17237.79,19860.11,16368.74,13248.69,
6,Total Operating Revenues,21418.63,18199.14,20891.60,17012.56,13705.94,
7,Other Income,117.42,106.51,132.44,95.08,71.96,
8,Total Revenue,21536.05,18305.66,21024.04,17107.64,13777.91,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,10044.00,10592.04,11603.05,9915.29,7061.63,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",694.32,-253.80,-278.18,-27.90,-511.49,
13,Employee Benefit Expenses,465.26,401.30,362.51,593.30,490.62,
14,Finance Costs,1622.26,1695.92,3752.18,6304.90,5426.76,
15,Depreciation And Amortisation Expenses,1479.77,1431.63,1441.74,1785.67,1685.61,
16,Other Expenses,4784.46,5153.88,5398.81,4319.89,3742.98,
17,Total Expenses,19090.07,19023.85,22286.96,22898.26,17896.30,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",2445.98,-718.19,-1262.92,-5790.63,-4118.39,
19,Exceptional Items,0.00,69.02,2976.01,-23344.68,-6.69,
20,Profit/Loss Before Tax,2445.98,-649.17,1713.09,-29135.31,-4125.09,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,0.00,0.00,0.00,0.00,0.00,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,0.00,0.00,0.00,-4321.83,-623.97,
25,Tax For Earlier Years,0.00,0.00,0.00,0.00,0.00,
26,Total Tax Expenses,0.00,0.00,0.00,-4321.83,-623.97,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,2445.98,-649.17,1713.09,-24813.47,-3501.12,
28,Profit/Loss From Continuing Operations,2445.98,-649.17,1713.09,-24813.47,-3501.12,
29,Profit/Loss For The Period,2445.98,-649.17,1713.09,-24813.47,-3501.12,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),22.37,-5.94,17.45,-1095.45,-154.56,
33,Diluted EPS (Rs.),6.44,-5.94,1.05,-1095.45,-154.56,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,3958.09,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,3127.70,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,210.87,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,472.25,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,0.00,0.00,0.00,0.00,
42,Tax On Dividend,0.00,0.00,0.00,0.00,0.00,
43,Equity Dividend Rate (%),0.00,0.00,0.00,0.00,0.00,
