,0,1,2,3,4,5,6
0,Profit & Loss account of SJVN (in Rs. Cr.),Mar 20,Mar 19,Mar 18,Mar 17,Mar 16,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],2424.92,2632.06,2192.82,2468.66,2495.81,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,
5,Revenue From Operations [Net],2424.92,2632.06,2192.82,2468.66,2495.81,
6,Total Operating Revenues,2701.52,2655.77,2229.97,2679.31,2498.49,
7,Other Income,387.63,253.22,357.10,440.59,409.72,
8,Total Revenue,3089.15,2908.99,2587.07,3119.90,2908.21,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,0.00,0.00,0.00,0.00,0.00,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",0.00,0.00,0.00,0.00,0.00,
13,Employee Benefit Expenses,307.68,315.81,265.22,253.39,216.40,
14,Finance Costs,268.07,235.33,83.82,45.70,208.95,
15,Depreciation And Amortisation Expenses,384.09,390.26,364.51,679.98,677.16,
16,Other Expenses,362.89,305.28,276.25,235.68,228.19,
17,Total Expenses,1322.73,1246.68,989.80,1214.75,1330.70,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",1766.42,1662.31,1597.27,1905.15,1577.51,
19,Exceptional Items,192.94,130.23,51.10,-31.22,127.61,
20,Profit/Loss Before Tax,1959.36,1792.54,1648.37,1873.93,1705.12,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,336.71,386.00,351.43,399.94,336.67,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,-201.16,42.25,72.06,-70.15,-67.26,
25,Tax For Earlier Years,171.92,0.00,0.00,0.00,27.23,
26,Total Tax Expenses,307.47,428.25,423.49,329.79,296.64,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,1651.89,1364.29,1224.88,1544.14,1408.48,
28,Profit/Loss From Continuing Operations,1651.89,1364.29,1224.88,1544.14,1408.48,
29,Profit/Loss For The Period,1651.89,1364.29,1224.88,1544.14,1408.48,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),4.20,3.47,2.97,3.79,3.40,
33,Diluted EPS (Rs.),4.20,3.47,2.97,3.73,3.40,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,1.37,0.99,1.01,0.41,0.00,
39,Indigenous Stores And Spares,11.47,15.54,14.97,18.90,11.82,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,668.07,589.47,785.96,1125.16,455.03,
42,Tax On Dividend,137.32,121.17,160.00,229.06,92.63,
43,Equity Dividend Rate (%),22.00,22.00,21.00,28.00,11.00,
