,0,1,2,3,4,5,6
0,Profit & Loss account of Asahi India Glass (in Rs. Cr.),Mar 20,Mar 19,Mar 18,Mar 17,Mar 16,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],2580.82,2838.41,2619.99,2512.95,2317.89,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,45.86,223.78,167.17,
5,Revenue From Operations [Net],2580.82,2838.41,2574.13,2289.17,2150.72,
6,Total Operating Revenues,2599.26,2858.51,2590.50,2306.76,2167.99,
7,Other Income,15.44,20.50,25.73,29.95,6.07,
8,Total Revenue,2614.70,2879.01,2616.23,2336.71,2174.06,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,867.80,955.58,875.25,815.24,746.40,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",-39.31,-58.14,6.07,-31.86,3.70,
13,Employee Benefit Expenses,250.74,260.89,252.45,223.59,189.97,
14,Finance Costs,143.93,134.54,123.08,143.76,143.40,
15,Depreciation And Amortisation Expenses,132.06,115.26,91.78,76.17,105.32,
16,Other Expenses,1064.63,1168.43,946.35,826.37,793.39,
17,Total Expenses,2427.03,2588.03,2328.91,2098.55,2014.17,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",187.67,290.98,287.32,238.16,159.89,
19,Exceptional Items,-3.51,-2.64,-4.88,-1.58,-2.04,
20,Profit/Loss Before Tax,184.16,288.34,282.44,236.58,157.85,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,50.16,61.50,60.28,44.95,33.45,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,33.45,
24,Deferred Tax,-27.14,36.77,37.21,43.59,54.30,
25,Tax For Earlier Years,1.23,0.00,-0.40,0.00,6.28,
26,Total Tax Expenses,24.25,98.27,97.09,88.54,60.58,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,159.91,190.07,185.35,148.04,97.27,
28,Profit/Loss From Continuing Operations,159.91,190.07,185.35,148.04,97.27,
29,Profit/Loss For The Period,159.91,190.07,185.35,148.04,97.27,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),6.58,7.82,7.62,6.09,4.00,
33,Diluted EPS (Rs.),6.58,7.82,7.62,6.09,4.00,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,506.78,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,239.62,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,59.98,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,111.28,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,48.62,36.46,24.31,14.59,14.59,
42,Tax On Dividend,9.99,7.50,4.95,2.97,2.97,
43,Equity Dividend Rate (%),100.00,100.00,150.00,100.00,60.00,
