,0,1,2,3,4,5,6
0,Profit & Loss account of Birla Corporation (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],4442.15,4689.72,4361.95,3816.05,3781.90,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,141.46,495.90,
5,Revenue From Operations [Net],4442.15,4689.72,4361.95,3674.59,3286.00,
6,Total Operating Revenues,4442.15,4746.60,4423.58,3723.97,3345.12,
7,Other Income,111.23,82.48,81.08,78.88,144.20,
8,Total Revenue,4553.38,4829.08,4504.66,3802.85,3489.33,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,959.53,1019.55,948.33,633.66,589.37,
11,Operating And Direct Expenses,0.00,1606.90,1631.04,1471.58,1295.94,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",35.82,-46.11,16.82,34.12,25.27,
13,Employee Benefit Expenses,297.65,298.16,273.27,264.51,264.53,
14,Finance Costs,129.71,185.23,178.06,165.21,139.23,
15,Depreciation And Amortisation Expenses,160.82,151.18,148.53,146.05,147.19,
16,Other Expenses,2514.82,1177.00,1147.15,977.06,798.45,
17,Total Expenses,4123.02,4407.96,4344.65,3692.65,3259.99,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",430.36,421.12,160.01,110.21,229.34,
19,Exceptional Items,0.00,0.00,0.00,-12.48,-6.82,
20,Profit/Loss Before Tax,430.36,421.12,160.01,97.73,222.52,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,1.85,75.25,40.26,10.67,12.83,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,0.00,48.30,2.52,-7.26,-4.31,
25,Tax For Earlier Years,0.00,-18.27,-20.55,-20.81,0.00,
26,Total Tax Expenses,1.85,105.28,22.23,-17.40,8.52,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,428.51,315.84,137.78,115.12,214.00,
28,Profit/Loss From Continuing Operations,428.51,315.84,137.78,115.12,214.00,
29,Profit/Loss For The Period,428.51,315.84,137.78,115.12,214.00,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),55.65,41.02,17.89,14.95,27.79,
33,Diluted EPS (Rs.),55.65,41.02,17.89,14.95,27.79,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,57.75,50.05,50.05,46.20,
42,Tax On Dividend,0.00,11.87,10.29,10.19,9.41,
43,Equity Dividend Rate (%),100.00,75.00,75.00,65.00,65.00,
