,0,1,2,3,4,5,6
0,Profit & Loss account of MAS Financial Services (in Rs. Cr.),Mar 20,Mar 19,Mar 18,Mar 17,Mar 16,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],682.40,572.33,450.69,314.75,263.54,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,
5,Revenue From Operations [Net],682.40,572.33,450.69,314.75,263.54,
6,Total Operating Revenues,682.40,572.33,450.69,340.63,287.78,
7,Other Income,0.72,0.25,0.20,0.89,0.92,
8,Total Revenue,683.12,572.58,450.90,341.52,288.70,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,0.00,0.00,0.00,0.00,0.00,
11,Operating And Direct Expenses,0.00,4.04,5.06,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",0.00,0.00,0.00,0.00,0.00,
13,Employee Benefit Expenses,52.41,47.15,37.97,26.24,22.37,
14,Finance Costs,272.02,206.65,170.47,151.26,134.04,
15,Depreciation And Amortisation Expenses,2.32,1.29,1.20,0.96,0.87,
16,Other Expenses,35.14,25.00,28.29,33.19,31.74,
17,Total Expenses,448.64,338.65,285.74,238.39,212.29,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",234.48,233.93,165.16,103.12,76.41,
19,Exceptional Items,0.00,0.00,0.00,0.00,0.00,
20,Profit/Loss Before Tax,234.48,233.93,165.16,103.12,76.41,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,62.92,82.26,57.27,36.92,27.15,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,-5.69,-0.54,4.46,-1.21,-0.75,
25,Tax For Earlier Years,-0.96,0.09,0.00,0.00,0.00,
26,Total Tax Expenses,56.26,81.81,61.73,35.71,26.40,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,178.21,152.12,103.43,67.42,50.01,
28,Profit/Loss From Continuing Operations,178.21,152.12,103.43,67.42,50.01,
29,Profit/Loss For The Period,178.21,152.12,103.43,67.42,50.01,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),32.60,27.83,21.42,15.86,11.63,
33,Diluted EPS (Rs.),32.60,27.83,21.42,15.08,11.63,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,63.41,24.08,9.87,13.22,17.60,
42,Tax On Dividend,13.07,0.00,0.00,3.33,4.70,
43,Equity Dividend Rate (%),80.00,51.00,37.00,36.00,110.00,
