,0,1,2,3,4,5,6
0,Profit & Loss account of Jamna Auto Industries (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],1052.71,1042.31,2003.59,1601.30,1204.09,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,22.29,142.33,
5,Revenue From Operations [Net],1052.71,1042.31,2003.59,1579.00,1061.76,
6,Total Operating Revenues,1052.71,1060.91,2047.07,1608.55,1081.54,
7,Other Income,14.02,19.86,36.46,39.05,41.53,
8,Total Revenue,1066.73,1080.77,2083.53,1647.60,1123.08,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,674.01,617.07,1392.23,1034.07,657.13,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",-35.31,52.08,-56.48,-7.61,-10.71,
13,Employee Benefit Expenses,106.68,107.77,150.25,121.47,95.01,
14,Finance Costs,4.42,14.83,23.18,15.31,10.76,
15,Depreciation And Amortisation Expenses,33.99,38.80,44.11,39.41,46.39,
16,Other Expenses,173.95,181.66,326.92,269.95,193.48,
17,Total Expenses,964.07,1012.21,1880.21,1472.60,992.08,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",102.65,68.55,203.32,174.99,131.00,
19,Exceptional Items,0.00,0.00,0.00,0.00,0.00,
20,Profit/Loss Before Tax,102.65,68.55,203.32,174.99,131.00,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,25.93,14.51,65.88,54.00,33.63,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,0.00,7.56,-2.34,-4.36,-6.67,
25,Tax For Earlier Years,0.00,-1.44,0.00,0.00,0.00,
26,Total Tax Expenses,25.93,20.63,63.54,49.65,26.95,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,76.72,47.92,139.78,125.34,104.05,
28,Profit/Loss From Continuing Operations,76.72,47.92,139.78,125.34,104.05,
29,Profit/Loss For The Period,76.72,47.92,139.78,125.34,104.05,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),1.93,1.20,3.51,3.15,2.61,
33,Diluted EPS (Rs.),1.95,1.20,3.51,3.14,2.61,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,33.86,41.82,27.88,33.84,
42,Tax On Dividend,0.00,6.96,8.60,5.68,6.89,
43,Equity Dividend Rate (%),75.00,40.00,95.00,85.00,70.00,
