,0,1,2,3,4,5,6
0,Profit & Loss account of IndusInd Bank (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Interest / Discount on Advances / Bills,24085.35,24008.25,18256.68,13699.91,11479.11,
4,Income from Investments,3846.11,4282.19,3677.34,3074.38,2466.89,
5,Interest on Balance with RBI and Other Inter-Bank funds,677.37,192.02,102.03,321.48,330.83,
6,Others,390.97,300.37,225.10,184.99,128.84,
7,Total Interest Earned,28999.80,28782.83,22261.15,17280.75,14405.67,
8,Other Income,6558.61,6951.31,5646.72,4750.10,4171.49,
9,Total Income,35558.41,35734.14,27907.87,22030.85,18577.16,
10,EXPENDITURE,,,,,,
11,Interest Expended,15471.91,16724.09,13414.97,9783.30,8343.07,
12,Payments to and Provisions for Employees,2213.51,2208.48,1853.51,1780.69,1521.02,
13,Depreciation,0.00,277.97,228.85,211.64,190.70,
14,Operating Expenses (excludes Employee Cost & Depreciation),6146.32,5750.90,4322.32,3599.11,3071.36,
15,Total Operating Expenses,8359.83,8237.35,6404.68,5591.44,4783.08,
16,Provision Towards Income Tax,947.75,1953.21,1972.76,1900.02,1681.33,
17,Provision Towards Deferred Tax,0.00,-250.51,-293.29,-25.33,-189.54,
18,Other Provisions and Contingencies,7942.53,4652.10,3107.65,1175.43,1091.34,
19,Total Provisions and Contingencies,8890.28,6354.80,4787.12,3050.12,2583.13,
20,Total Expenditure,32722.02,31316.23,24606.77,18424.86,15709.27,
21,Net Profit / Loss for The Year,2836.39,4417.91,3301.10,3605.99,2867.89,
22,Net Profit / Loss After EI & Prior Year Items,2836.39,4417.91,3301.10,3605.99,2867.89,
23,Profit / Loss Brought Forward,0.00,11106.94,9311.49,7118.38,5013.45,
24,Total Profit / Loss available for Appropriations,0.00,15968.18,12612.59,10724.37,7881.35,
25,APPROPRIATIONS,,,,,,
26,Transfer To / From Statutory Reserve,0.00,1104.48,825.27,901.50,716.97,
27,Transfer To / From Capital Reserve,0.00,164.13,39.53,7.62,45.54,
28,Transfer To / From Revenue And Other Reserves,0.00,426.14,-17.22,0.00,0.00,
29,Dividend and Dividend Tax for The Previous Year,0.00,626.52,0.00,71.52,0.00,
30,Equity Share Dividend,0.00,0.00,452.02,432.24,0.46,
31,Tax On Dividend,0.00,0.00,90.92,0.00,0.00,
32,Balance Carried Over To Balance Sheet,0.00,13483.66,11106.94,9311.49,7118.38,
33,Total Appropriations,0.00,15968.18,12612.59,10724.37,7881.35,
34,OTHER INFORMATION,,,,,,
35,EARNINGS PER SHARE,,,,,,
36,Basic EPS (Rs.),38.75,63.75,54.90,60.19,48.06,
37,Diluted EPS (Rs.),38.68,63.52,54.46,59.57,47.56,
38,DIVIDEND PERCENTAGE,,,,,,
39,Equity Dividend Rate (%),50.00,0.00,75.00,75.00,60.00,
