,0,1,2,3,4,5,6
0,Profit & Loss account of GMR Infrastructure (in Rs. Cr.),Mar 20,Mar 19,Mar 18,Mar 17,Mar 16,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],1152.99,1096.13,1099.67,392.77,178.01,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,
5,Revenue From Operations [Net],1152.99,1096.13,1099.67,392.77,178.01,
6,Total Operating Revenues,1155.10,1101.04,1106.01,1179.77,799.10,
7,Other Income,7.90,47.86,52.35,2.65,15.07,
8,Total Revenue,1163.00,1148.90,1158.36,1182.42,814.17,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,360.39,338.31,376.53,113.07,27.57,
11,Operating And Direct Expenses,176.03,334.41,238.48,172.12,97.70,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",0.00,0.00,0.00,0.00,0.00,
13,Employee Benefit Expenses,40.71,47.29,51.68,52.11,39.25,
14,Finance Costs,892.93,845.65,821.61,744.74,514.88,
15,Depreciation And Amortisation Expenses,23.52,24.49,19.06,16.13,15.77,
16,Other Expenses,133.09,125.18,144.37,114.11,46.39,
17,Total Expenses,1626.67,1715.33,1651.73,1212.28,741.56,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",-463.67,-566.43,-493.37,-29.86,72.61,
19,Exceptional Items,-990.47,-475.96,-94.17,-3654.16,-1576.93,
20,Profit/Loss Before Tax,-1454.14,-1042.39,-587.54,-3684.02,-1504.32,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,0.00,0.09,0.09,10.20,23.79,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,10.11,9.21,
24,Deferred Tax,26.30,-8.17,0.00,0.00,0.00,
25,Tax For Earlier Years,-1.32,0.00,0.00,0.00,0.00,
26,Total Tax Expenses,24.98,-8.08,0.09,0.09,14.58,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,-1479.12,-1034.31,-587.63,-3684.11,-1518.90,
28,Profit/Loss From Continuing Operations,-1479.12,-1034.31,-587.63,-3684.11,-1518.90,
29,Profit/Loss For The Period,-1479.12,-1034.31,-587.63,-3684.11,-1518.90,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),-2.45,-1.72,-0.98,-6.12,-2.68,
33,Diluted EPS (Rs.),-2.45,-1.75,-0.98,-6.12,-2.68,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,27.57,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,0.00,0.00,0.00,0.00,
42,Tax On Dividend,0.00,0.00,0.00,0.00,0.00,
43,Equity Dividend Rate (%),0.00,0.00,0.00,0.00,0.00,
