,0,1,2,3,4,5,6
0,Profit & Loss account of Affle India (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],266.73,182.23,121.21,83.76,65.63,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,
5,Revenue From Operations [Net],266.73,182.23,121.21,83.76,65.63,
6,Total Operating Revenues,266.73,182.23,121.21,83.76,65.63,
7,Other Income,6.45,5.13,0.23,1.12,1.17,
8,Total Revenue,273.18,187.36,121.45,84.88,66.80,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,0.00,0.00,0.00,0.00,0.00,
11,Operating And Direct Expenses,0.00,97.64,62.29,42.43,32.38,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",0.00,0.00,0.00,0.00,0.00,
13,Employee Benefit Expenses,31.78,24.17,19.55,15.95,17.62,
14,Finance Costs,0.36,0.31,0.45,1.08,1.59,
15,Depreciation And Amortisation Expenses,6.57,5.41,4.41,3.21,2.31,
16,Other Expenses,194.90,15.80,11.21,8.61,12.11,
17,Total Expenses,233.61,143.33,97.90,71.28,66.00,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",39.57,44.03,23.54,13.60,0.80,
19,Exceptional Items,0.00,0.00,0.00,0.00,0.00,
20,Profit/Loss Before Tax,39.57,44.03,23.54,13.60,0.80,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,11.34,11.26,6.10,4.62,0.18,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,0.00,-0.12,0.77,0.15,0.29,
25,Tax For Earlier Years,0.00,0.00,0.00,0.00,0.00,
26,Total Tax Expenses,11.34,11.14,6.86,4.77,0.47,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,28.23,32.89,16.68,8.83,0.33,
28,Profit/Loss From Continuing Operations,28.23,32.89,16.68,8.83,0.33,
29,Profit/Loss For The Period,28.23,32.89,16.68,8.83,0.33,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),11.07,13.12,6.87,3.64,0.14,
33,Diluted EPS (Rs.),11.07,13.12,6.87,3.64,0.14,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,0.00,0.00,0.00,0.00,
42,Tax On Dividend,0.00,0.00,0.00,0.00,0.00,
43,Equity Dividend Rate (%),0.00,0.00,0.00,0.00,0.00,
