,0,1,2,3,4,5,6
0,Profit & Loss account of MMTC (in Rs. Cr.),Mar 20,Mar 19,Mar 18,Mar 17,Mar 16,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],24056.05,28292.82,15756.92,11593.43,12460.65,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.18,
5,Revenue From Operations [Net],24056.05,28292.82,15756.92,11593.43,12460.47,
6,Total Operating Revenues,24134.98,28979.44,16450.81,11708.36,12503.43,
7,Other Income,32.19,17.79,63.10,42.30,152.43,
8,Total Revenue,24167.17,28997.23,16513.91,11750.66,12655.85,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,177.46,124.25,131.39,111.75,60.24,
11,Operating And Direct Expenses,658.72,880.65,862.43,517.85,796.59,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",43.96,1453.29,652.14,-1967.94,-82.22,
13,Employee Benefit Expenses,194.37,221.35,259.28,195.67,201.47,
14,Finance Costs,139.00,65.27,16.60,21.27,29.90,
15,Depreciation And Amortisation Expenses,5.65,5.54,5.24,6.68,4.63,
16,Other Expenses,57.29,71.58,47.89,53.17,55.07,
17,Total Expenses,24350.08,28868.88,16446.37,11760.70,12663.34,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",-182.91,128.35,67.54,-10.04,-7.49,
19,Exceptional Items,-44.32,-9.76,-8.41,91.27,65.37,
20,Profit/Loss Before Tax,-227.23,118.59,59.13,81.23,57.88,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,0.00,33.00,13.35,28.20,6.10,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,1.40,
24,Deferred Tax,0.00,4.77,-3.03,-3.28,-1.40,
25,Tax For Earlier Years,-0.12,-0.61,-0.03,-0.75,-0.28,
26,Total Tax Expenses,-0.12,37.16,10.29,24.17,3.02,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,-227.11,81.43,48.84,57.06,54.86,
28,Profit/Loss From Continuing Operations,-227.11,81.43,48.84,57.06,54.86,
29,Profit/Loss For The Period,-227.11,81.43,48.84,57.06,54.86,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),-1.51,0.54,0.49,0.57,0.55,
33,Diluted EPS (Rs.),-1.51,0.54,0.49,0.57,0.55,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,60.24,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,36.17,36.11,36.11,30.00,
42,Tax On Dividend,0.00,0.00,0.00,0.00,6.11,
43,Equity Dividend Rate (%),0.00,30.00,20.00,30.00,30.00,
