,0,1,2,3,4,5,6
0,Profit & Loss account of Punjab National Bank (in Rs. Cr.),Mar 20,Mar 19,Mar 18,Mar 17,Mar 16,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Interest / Discount on Advances / Bills,35814.96,35086.21,31833.08,32958.82,34445.54,
4,Income from Investments,15332.60,14105.97,13946.98,12577.17,12033.65,
5,Interest on Balance with RBI and Other Inter-Bank funds,2510.22,1891.39,2001.42,1354.20,730.50,
6,Others,142.25,226.68,214.28,385.80,214.66,
7,Total Interest Earned,53800.03,51310.25,47995.77,47275.99,47424.35,
8,Other Income,9274.13,7377.41,8880.87,8951.37,6877.02,
9,Total Income,63074.16,58687.66,56876.64,56227.36,54301.37,
10,EXPENDITURE,,,,,,
11,Interest Expended,36362.24,34153.94,33073.36,32282.82,32112.57,
12,Payments to and Provisions for Employees,6961.68,6963.16,9168.80,5420.72,6425.95,
13,Depreciation,607.68,578.02,576.17,425.04,395.73,
14,Operating Expenses (excludes Employee Cost & Depreciation),4404.01,3997.29,3764.11,3533.63,3150.78,
15,Total Operating Expenses,11973.37,11538.47,13509.07,9379.38,9972.45,
16,Provision Towards Income Tax,402.79,17.15,-7292.26,686.74,-1763.49,
17,Provision Towards Deferred Tax,0.00,-5387.42,0.00,0.00,0.00,
18,Other Provisions and Contingencies,13999.56,28341.01,29869.28,12553.62,17954.23,
19,Total Provisions and Contingencies,14402.35,22970.74,22577.02,13240.36,16190.74,
20,Total Expenditure,62737.97,68663.15,69159.46,54902.56,58275.77,
21,Net Profit / Loss for The Year,336.19,-9975.49,-12282.82,1324.80,-3974.40,
22,Net Profit / Loss After EI & Prior Year Items,336.19,-9975.49,-12282.82,1324.80,-3974.40,
23,Profit / Loss Brought Forward,0.00,0.00,0.00,0.00,0.00,
24,Total Profit / Loss available for Appropriations,336.19,-9975.49,-12282.82,1324.80,-3974.40,
25,APPROPRIATIONS,,,,,,
26,Transfer To / From Statutory Reserve,84.05,0.00,0.00,331.20,0.00,
27,Transfer To / From Capital Reserve,203.63,86.13,1024.93,513.70,111.73,
28,Transfer To / From Revenue And Other Reserves,0.00,-134.32,-13307.75,209.90,-4080.33,
29,Dividend and Dividend Tax for The Previous Year,0.00,0.00,0.00,0.00,-5.80,
30,Equity Share Dividend,0.00,0.00,0.00,0.00,0.00,
31,Tax On Dividend,0.00,0.00,0.00,0.00,0.00,
32,Balance Carried Over To Balance Sheet,0.00,-9927.30,0.00,0.00,0.00,
33,Total Appropriations,336.19,-9975.49,-12282.82,1324.80,-3974.40,
34,OTHER INFORMATION,,,,,,
35,EARNINGS PER SHARE,,,,,,
36,Basic EPS (Rs.),0.62,-30.94,-55.39,6.45,-20.82,
37,Diluted EPS (Rs.),0.62,-30.94,-55.39,6.45,-20.82,
38,DIVIDEND PERCENTAGE,,,,,,
39,Equity Dividend Rate (%),0.00,0.00,0.00,0.00,0.00,
