,0,1,2,3,4,5,6
0,Profit & Loss account of Bank Of India (in Rs. Cr.),Mar 20,Mar 19,Mar 18,Mar 17,Mar 16,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Interest / Discount on Advances / Bills,28804.74,27250.35,25295.30,27187.86,30370.90,
4,Income from Investments,10704.15,9972.89,9153.55,9059.92,8952.13,
5,Interest on Balance with RBI and Other Inter-Bank funds,2431.53,2837.66,2731.70,2012.21,2120.94,
6,Others,412.84,706.92,890.86,1030.86,352.49,
7,Total Interest Earned,42353.27,40767.81,38071.41,39290.85,41796.46,
8,Other Income,6713.07,5132.01,5733.76,6772.33,3652.55,
9,Total Income,49066.34,45899.82,43805.17,46063.18,45449.01,
10,EXPENDITURE,,,,,,
11,Interest Expended,27096.29,27110.14,27565.07,27464.74,30071.84,
12,Payments to and Provisions for Employees,6141.45,6021.04,4903.27,5396.62,5357.24,
13,Depreciation,384.78,366.67,519.98,-12.47,286.26,
14,Operating Expenses (excludes Employee Cost & Depreciation),3925.17,4309.75,3677.92,3481.65,3698.05,
15,Total Operating Expenses,10451.40,10697.47,9101.17,8865.80,9341.55,
16,Provision Towards Income Tax,1645.84,446.19,1170.02,1813.70,1471.10,
17,Provision Towards Deferred Tax,0.00,2720.32,3759.81,-2627.91,-3172.65,
18,Other Provisions and Contingencies,12829.70,10472.60,8252.80,12105.18,13826.38,
19,Total Provisions and Contingencies,14475.54,13639.11,13182.63,11290.97,12124.83,
20,Total Expenditure,52023.23,51446.72,49848.87,47621.50,51538.22,
21,Net Profit / Loss for The Year,-2956.89,-5546.90,-6043.71,-1558.31,-6089.21,
22,Net Profit / Loss After EI & Prior Year Items,-2956.89,-5546.90,-6043.71,-1558.31,-6089.21,
23,Profit / Loss Brought Forward,-20582.74,-14962.31,-8556.84,-6248.68,0.00,
24,Total Profit / Loss available for Appropriations,-23539.63,-20509.21,-14600.55,-7807.00,-6089.21,
25,APPROPRIATIONS,,,,,,
26,Transfer To / From Statutory Reserve,0.00,0.00,0.00,0.00,0.00,
27,Transfer To / From Capital Reserve,242.76,73.53,361.76,749.85,159.47,
28,Transfer To / From Revenue And Other Reserves,0.00,0.00,0.00,0.00,0.00,
29,Dividend and Dividend Tax for The Previous Year,0.00,0.00,0.00,0.00,0.00,
30,Equity Share Dividend,0.00,0.00,0.00,0.00,0.00,
31,Tax On Dividend,0.00,0.00,0.00,0.00,0.00,
32,Balance Carried Over To Balance Sheet,-23782.39,-20582.74,-14962.31,-8556.84,-6248.68,
33,Total Appropriations,-23539.63,-20509.21,-14600.55,-7807.00,-6089.21,
34,OTHER INFORMATION,,,,,,
35,EARNINGS PER SHARE,,,,,,
36,Basic EPS (Rs.),-9.10,-29.79,-52.55,-15.72,-83.01,
37,Diluted EPS (Rs.),-9.10,-29.79,-52.55,-15.72,-83.01,
38,DIVIDEND PERCENTAGE,,,,,,
39,Equity Dividend Rate (%),0.00,0.00,0.00,0.00,0.00,
