,0,1,2,3,4,5,6
0,Profit & Loss account of ITI (in Rs. Cr.),Mar 20,Mar 19,Mar 18,Mar 17,Mar 16,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],2058.87,1668.17,1430.29,1546.94,1253.33,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,9.02,0.00,63.99,
5,Revenue From Operations [Net],2058.87,1668.17,1421.28,1546.94,1189.34,
6,Total Operating Revenues,2058.87,1668.37,1475.15,1548.14,1190.45,
7,Other Income,183.89,336.47,327.45,540.58,484.47,
8,Total Revenue,2242.76,2004.84,1802.60,2088.72,1674.92,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,89.04,283.71,313.44,92.58,41.33,
11,Operating And Direct Expenses,1163.10,821.00,577.47,727.34,35.58,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",-40.29,-11.29,11.77,-17.62,0.44,
13,Employee Benefit Expenses,231.01,204.22,225.50,300.87,315.13,
14,Finance Costs,140.66,106.47,153.41,152.62,157.15,
15,Depreciation And Amortisation Expenses,41.89,37.09,24.86,16.94,12.90,
16,Other Expenses,47.82,149.46,33.61,37.41,342.09,
17,Total Expenses,2091.90,1912.30,1572.04,1822.33,1532.88,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",150.86,92.54,230.56,266.39,142.04,
19,Exceptional Items,0.00,0.00,0.00,0.00,0.00,
20,Profit/Loss Before Tax,150.86,92.54,230.56,266.39,142.04,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,0.00,0.00,0.00,0.00,0.00,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,0.00,0.00,0.00,0.00,0.00,
25,Tax For Earlier Years,0.00,0.00,0.00,0.00,0.00,
26,Total Tax Expenses,0.00,0.00,0.00,0.00,0.00,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,150.86,92.54,230.56,266.39,142.04,
28,Profit/Loss From Continuing Operations,150.86,92.54,230.56,266.39,251.19,
29,Profit/Loss For The Period,150.86,92.54,230.56,266.39,251.19,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),1.57,0.95,3.23,6.77,7.77,
33,Diluted EPS (Rs.),1.57,0.95,3.23,6.77,7.77,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,32.42,22.21,154.03,42.58,10.35,
36,Indigenous Raw Materials,59.03,263.70,161.38,52.96,429.94,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,0.00,0.00,0.00,0.00,
42,Tax On Dividend,0.00,0.00,0.00,0.00,0.00,
43,Equity Dividend Rate (%),0.00,0.00,0.00,0.00,0.00,
