,0,1,2,3,4,5,6
0,Profit & Loss account of V-Mart Retail (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],1075.46,1661.59,1432.17,1220.97,1000.63,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,
5,Revenue From Operations [Net],1075.46,1661.59,1432.17,1220.97,1000.63,
6,Total Operating Revenues,1075.46,1662.02,1433.74,1222.37,1001.73,
7,Other Income,21.04,4.48,5.92,4.14,4.14,
8,Total Revenue,1096.50,1666.50,1439.67,1226.51,1005.87,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,0.00,0.00,0.00,0.00,0.00,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",49.62,-148.94,-21.87,-37.94,-64.75,
13,Employee Benefit Expenses,116.88,153.63,125.73,98.39,78.28,
14,Finance Costs,58.95,54.78,1.61,1.53,3.52,
15,Depreciation And Amortisation Expenses,102.97,93.92,27.63,22.93,18.55,
16,Other Expenses,103.80,168.38,204.81,160.93,135.92,
17,Total Expenses,1106.17,1596.97,1330.06,1114.05,939.04,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",-9.66,69.53,109.61,112.47,66.82,
19,Exceptional Items,0.00,0.00,-9.80,0.00,0.00,
20,Profit/Loss Before Tax,-9.66,69.53,99.81,112.47,66.82,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,-3.46,24.36,40.62,36.26,23.42,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,0.00,-4.18,-2.44,-1.49,-0.50,
25,Tax For Earlier Years,0.00,0.00,0.00,0.00,0.00,
26,Total Tax Expenses,-3.46,20.18,38.18,34.76,22.92,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,-6.20,49.35,61.63,77.70,43.90,
28,Profit/Loss From Continuing Operations,-6.20,49.35,61.63,77.70,43.90,
29,Profit/Loss For The Period,-6.20,49.35,61.63,77.70,43.90,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),-3.37,27.18,34.01,42.94,24.30,
33,Diluted EPS (Rs.),-3.37,27.17,33.90,42.79,24.22,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,0.00,3.62,2.26,0.18,
42,Tax On Dividend,0.00,0.00,0.75,0.46,0.04,
43,Equity Dividend Rate (%),0.00,0.00,17.00,20.00,13.00,
