,0,1,2,3,4,5,6
0,Profit & Loss account of Granules India (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],3134.98,2256.52,2053.59,1603.77,1325.25,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,7.23,24.69,
5,Revenue From Operations [Net],3134.98,2256.52,2053.59,1596.54,1300.56,
6,Total Operating Revenues,3134.98,2309.93,2098.43,1646.64,1349.48,
7,Other Income,13.72,26.46,28.49,23.77,14.52,
8,Total Revenue,3148.71,2336.39,2126.92,1670.41,1364.00,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,1502.19,1253.28,1317.33,890.20,670.78,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",7.45,-31.30,-67.02,12.89,-12.20,
13,Employee Benefit Expenses,318.25,192.51,167.00,147.92,125.81,
14,Finance Costs,23.77,26.86,28.36,32.93,32.16,
15,Depreciation And Amortisation Expenses,118.45,101.82,90.77,75.92,71.35,
16,Other Expenses,445.72,401.29,348.77,302.10,269.29,
17,Total Expenses,2415.84,1944.48,1885.21,1461.96,1157.20,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",732.87,391.91,241.71,208.45,206.80,
19,Exceptional Items,0.00,161.12,0.00,0.00,0.00,
20,Profit/Loss Before Tax,732.87,553.03,241.71,208.45,206.80,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,180.09,122.23,81.92,63.90,63.63,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,0.00,-13.27,-2.06,5.39,0.35,
25,Tax For Earlier Years,0.00,0.00,0.00,0.00,0.00,
26,Total Tax Expenses,180.09,108.96,79.87,69.29,63.98,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,552.78,444.07,161.84,139.16,142.83,
28,Profit/Loss From Continuing Operations,552.78,444.07,161.84,139.16,142.83,
29,Profit/Loss For The Period,552.78,444.07,161.84,139.16,142.83,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),22.18,17.47,6.37,5.76,6.53,
33,Diluted EPS (Rs.),22.09,17.41,6.35,5.74,6.49,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,25.42,25.42,29.05,22.33,
42,Tax On Dividend,0.00,5.23,5.22,0.00,0.00,
43,Equity Dividend Rate (%),125.00,125.00,100.00,100.00,90.00,
