,0,1,2,3,4,5,6
0,Profit & Loss account of Future Consumer (in Rs. Cr.),Mar 20,Mar 19,Mar 18,Mar 17,Mar 16,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],3022.19,2985.28,2424.15,1639.99,1333.12,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,
5,Revenue From Operations [Net],3022.19,2985.28,2424.15,1639.99,1333.12,
6,Total Operating Revenues,3026.09,2989.96,2429.30,1644.99,1343.80,
7,Other Income,66.25,59.92,48.82,34.45,26.45,
8,Total Revenue,3092.34,3049.88,2478.12,1679.44,1370.25,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,161.57,62.23,42.37,37.04,31.28,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",78.04,-19.81,-55.61,-49.79,-6.18,
13,Employee Benefit Expenses,94.57,99.95,92.57,66.72,61.55,
14,Finance Costs,79.93,66.06,45.50,36.99,52.37,
15,Depreciation And Amortisation Expenses,51.13,34.87,25.24,17.24,32.60,
16,Other Expenses,292.18,222.09,167.01,115.70,119.23,
17,Total Expenses,3102.88,2988.91,2445.50,1671.49,1433.80,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",-10.54,60.97,32.62,7.95,-63.55,
19,Exceptional Items,-291.63,-19.23,0.00,0.00,0.00,
20,Profit/Loss Before Tax,-302.17,41.73,32.62,7.95,-63.55,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,0.00,0.00,0.00,0.00,0.00,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,2.72,-18.80,0.28,0.18,0.00,
25,Tax For Earlier Years,0.76,0.00,0.00,0.00,0.00,
26,Total Tax Expenses,3.48,-18.80,0.28,0.18,0.00,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,-305.65,60.53,32.35,7.78,-63.55,
28,Profit/Loss From Continuing Operations,-305.65,60.53,32.35,7.78,-63.55,
29,Profit/Loss For The Period,-305.65,60.53,32.35,7.78,-63.55,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),-1.60,0.32,0.17,0.04,-0.38,
33,Diluted EPS (Rs.),-1.60,0.32,0.17,0.04,-0.38,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,0.00,0.00,0.00,0.00,
42,Tax On Dividend,0.00,0.00,0.00,0.00,0.00,
43,Equity Dividend Rate (%),0.00,0.00,0.00,0.00,0.00,
