,0,1,2,3,4,5,6
0,Profit & Loss account of Dalmia Bharat (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],148.00,151.00,164.00,124.00,103.00,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,
5,Revenue From Operations [Net],148.00,151.00,164.00,124.00,103.00,
6,Total Operating Revenues,148.00,151.00,164.00,125.00,103.00,
7,Other Income,41.00,143.00,87.00,91.00,65.00,
8,Total Revenue,189.00,294.00,251.00,216.00,168.00,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,0.00,0.00,0.00,0.00,0.00,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",0.00,0.00,0.00,0.00,0.00,
13,Employee Benefit Expenses,86.00,86.00,82.00,74.00,59.00,
14,Finance Costs,11.00,4.00,2.00,5.00,21.00,
15,Depreciation And Amortisation Expenses,11.00,9.00,4.00,4.00,4.00,
16,Other Expenses,47.00,42.00,44.00,39.00,27.00,
17,Total Expenses,155.00,141.00,132.00,122.00,111.00,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",34.00,153.00,119.00,94.00,57.00,
19,Exceptional Items,0.00,0.00,0.00,0.00,0.00,
20,Profit/Loss Before Tax,34.00,153.00,119.00,94.00,57.00,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,9.00,19.00,29.00,21.00,16.00,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,0.00,-3.00,3.00,0.00,1.00,
25,Tax For Earlier Years,0.00,2.00,-14.00,1.00,0.00,
26,Total Tax Expenses,9.00,18.00,18.00,22.00,17.00,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,25.00,135.00,101.00,72.00,40.00,
28,Profit/Loss From Continuing Operations,25.00,135.00,101.00,72.00,40.00,
29,Profit/Loss For The Period,25.00,135.00,101.00,72.00,40.00,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),1.33,7.00,5.25,3.75,2.08,
33,Diluted EPS (Rs.),1.33,6.99,5.24,3.72,2.07,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,39.00,33.00,27.00,0.00,
42,Tax On Dividend,0.00,0.00,0.00,6.00,0.00,
43,Equity Dividend Rate (%),67.00,100.00,100.00,85.00,0.00,
