,0,1,2,3,4,5,6
0,Profit & Loss account of GMM Pfaudler (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],640.81,511.88,411.62,313.47,287.69,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,5.26,25.09,
5,Revenue From Operations [Net],640.81,511.88,411.62,308.20,262.61,
6,Total Operating Revenues,640.81,516.36,418.70,312.41,266.31,
7,Other Income,7.89,6.12,7.24,7.04,5.22,
8,Total Revenue,648.70,522.47,425.94,319.45,271.53,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,263.71,238.64,212.04,148.19,118.16,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",10.32,-5.69,-9.24,-16.88,-2.41,
13,Employee Benefit Expenses,69.90,55.11,42.21,36.47,31.17,
14,Finance Costs,6.66,3.49,1.17,1.03,0.90,
15,Depreciation And Amortisation Expenses,28.95,20.01,10.37,8.31,7.38,
16,Other Expenses,143.26,128.88,108.12,98.44,78.59,
17,Total Expenses,522.80,440.44,364.66,275.55,233.78,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",125.90,82.04,61.27,43.90,37.75,
19,Exceptional Items,0.00,0.00,0.00,0.00,0.00,
20,Profit/Loss Before Tax,125.90,82.04,61.27,43.90,37.75,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,30.80,20.22,20.23,13.42,12.37,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,0.00,-0.31,0.41,2.10,-0.69,
25,Tax For Earlier Years,0.00,0.00,0.00,0.00,0.00,
26,Total Tax Expenses,30.80,19.91,20.64,15.52,11.68,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,95.10,62.12,40.64,28.38,26.07,
28,Profit/Loss From Continuing Operations,95.10,62.12,40.64,28.38,26.07,
29,Profit/Loss For The Period,95.10,62.12,40.64,28.38,26.07,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),65.06,42.50,27.80,19.41,17.84,
33,Diluted EPS (Rs.),65.06,42.50,27.80,19.41,17.84,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,6.58,7.16,5.85,4.39,
42,Tax On Dividend,0.00,1.35,1.47,1.19,0.89,
43,Equity Dividend Rate (%),250.00,250.00,225.00,200.00,200.00,
