,0,1,2,3,4,5,6
0,Profit & Loss account of India Cements (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],4436.67,4909.02,5460.83,5187.64,5594.41,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,
5,Revenue From Operations [Net],4436.67,4909.02,5460.83,5187.64,5594.41,
6,Total Operating Revenues,4436.67,5057.54,5627.98,5340.72,5777.52,
7,Other Income,23.45,27.73,30.97,19.41,16.51,
8,Total Revenue,4460.12,5085.28,5658.96,5360.13,5794.04,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,701.50,925.88,1044.40,901.38,895.65,
11,Operating And Direct Expenses,0.00,1499.52,1774.96,1564.40,1933.88,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",76.61,-24.66,-21.57,28.32,-18.25,
13,Employee Benefit Expenses,331.03,349.89,357.14,397.10,377.85,
14,Finance Costs,264.95,334.47,324.17,340.17,360.46,
15,Depreciation And Amortisation Expenses,241.90,246.85,251.31,255.94,257.06,
16,Other Expenses,2521.36,1721.30,1834.75,1744.79,1718.87,
17,Total Expenses,4137.41,5053.64,5565.54,5244.02,5534.01,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",322.71,31.63,93.42,116.11,260.02,
19,Exceptional Items,0.00,-100.04,0.00,0.00,0.00,
20,Profit/Loss Before Tax,322.71,-68.41,93.42,116.11,260.02,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,100.67,6.88,32.45,17.90,53.71,
23,Less: MAT Credit Entitlement,0.00,0.00,-12.67,0.02,53.71,
24,Deferred Tax,0.00,-39.78,-21.13,-2.39,86.67,
25,Tax For Earlier Years,0.00,0.00,0.00,0.00,0.00,
26,Total Tax Expenses,100.67,-32.90,23.98,15.49,86.67,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,222.04,-35.51,69.44,100.62,173.35,
28,Profit/Loss From Continuing Operations,222.04,-35.51,69.44,100.62,173.35,
29,Profit/Loss For The Period,222.04,-35.51,69.44,100.62,173.35,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),7.15,6.62,2.07,3.47,5.45,
33,Diluted EPS (Rs.),7.15,6.62,2.07,3.47,5.45,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,29.89,33.49,37.09,36.97,
42,Tax On Dividend,0.00,0.00,0.00,0.00,0.00,
43,Equity Dividend Rate (%),10.00,6.00,8.00,8.00,10.00,
