,0,1,2,3,4,5,6
0,Profit & Loss account of EID Parry (India) (in Rs. Cr.),Mar 20,Mar 19,Mar 18,Mar 17,Mar 16,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],1765.77,1793.38,1916.88,2336.62,2347.68,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,20.65,106.66,75.38,
5,Revenue From Operations [Net],1765.77,1793.38,1896.23,2229.96,2272.30,
6,Total Operating Revenues,1874.88,1845.17,1921.29,2248.35,2310.44,
7,Other Income,140.69,201.27,193.73,147.81,84.97,
8,Total Revenue,2015.57,2046.44,2115.02,2396.16,2395.41,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,1260.46,1240.03,1634.78,1369.52,1327.08,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",12.08,128.79,-374.94,52.83,398.35,
13,Employee Benefit Expenses,159.61,145.44,135.10,125.25,134.28,
14,Finance Costs,135.66,113.43,112.90,139.91,143.12,
15,Depreciation And Amortisation Expenses,119.56,113.77,112.96,111.00,104.57,
16,Other Expenses,344.73,354.09,350.01,347.21,371.09,
17,Total Expenses,2035.61,2103.35,1980.00,2154.21,2491.57,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",-20.04,-56.91,135.02,241.95,-96.16,
19,Exceptional Items,0.00,35.16,-87.19,0.00,0.00,
20,Profit/Loss Before Tax,-20.04,-21.75,47.83,241.95,-96.16,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,-0.89,0.00,0.31,24.35,0.00,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,-20.98,-49.07,-33.96,-56.40,-29.71,
25,Tax For Earlier Years,0.00,0.00,0.00,0.00,0.00,
26,Total Tax Expenses,-21.87,-49.07,-33.65,-32.05,-29.71,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,1.83,27.32,81.48,274.00,-66.45,
28,Profit/Loss From Continuing Operations,1.83,27.32,81.48,274.00,-66.45,
29,Profit/Loss For The Period,1.83,163.13,101.01,283.61,-66.45,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),0.10,9.21,5.70,16.03,-3.78,
33,Diluted EPS (Rs.),0.10,9.21,5.70,16.03,-3.78,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,26.23,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,1300.85,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,58.33,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,106.20,0.00,70.35,0.00,
42,Tax On Dividend,0.00,0.00,0.00,0.00,0.00,
43,Equity Dividend Rate (%),0.00,300.00,300.00,400.00,0.00,
