,0,1,2,3,4,5,6
0,Profit & Loss account of Kansai Nerolac Paints (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],4655.69,4915.20,5138.86,4720.03,4520.15,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,150.44,531.98,
5,Revenue From Operations [Net],4655.69,4915.20,5138.86,4569.59,3988.17,
6,Total Operating Revenues,4690.00,4943.17,5173.62,4586.57,3999.07,
7,Other Income,38.71,26.86,61.88,72.42,98.22,
8,Total Revenue,4728.71,4970.03,5235.50,4658.99,4097.29,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,2694.59,2722.18,3241.77,2674.88,2190.78,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",-98.49,51.21,-197.98,-114.45,-34.26,
13,Employee Benefit Expenses,258.58,269.38,255.38,226.56,198.12,
14,Finance Costs,7.49,5.00,0.00,0.00,0.00,
15,Depreciation And Amortisation Expenses,138.97,119.88,90.47,75.79,69.49,
16,Other Expenses,686.91,834.55,873.71,796.17,727.31,
17,Total Expenses,4003.38,4286.43,4522.09,3872.59,3337.87,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",725.33,683.60,713.41,786.40,759.42,
19,Exceptional Items,-10.82,0.00,0.00,0.00,0.00,
20,Profit/Loss Before Tax,714.51,683.60,713.41,786.40,759.42,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,183.52,166.33,221.87,268.21,246.47,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,0.00,-18.13,24.19,1.79,8.32,
25,Tax For Earlier Years,0.00,0.00,0.00,0.00,-1.31,
26,Total Tax Expenses,183.52,148.20,246.06,270.00,253.48,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,530.99,535.40,467.35,516.40,505.94,
28,Profit/Loss From Continuing Operations,530.99,535.40,467.35,516.40,505.94,
29,Profit/Loss For The Period,530.99,535.40,467.35,516.40,505.94,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),9.85,9.94,8.67,9.58,9.39,
33,Diluted EPS (Rs.),9.85,9.94,8.67,9.58,9.39,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,140.12,140.12,161.68,164.37,
42,Tax On Dividend,0.00,28.80,28.80,33.83,34.39,
43,Equity Dividend Rate (%),525.00,315.00,260.00,260.00,300.00,
