,0,1,2,3,4,5,6
0,Profit & Loss account of IRB Infrastructure Developers (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],2750.27,3991.69,3384.78,2900.00,3421.50,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,1.07,8.96,
5,Revenue From Operations [Net],2750.27,3991.69,3384.78,2898.94,3412.54,
6,Total Operating Revenues,2750.27,3991.69,3384.78,2898.94,3412.54,
7,Other Income,319.78,170.60,238.71,426.48,223.41,
8,Total Revenue,3070.06,4162.29,3623.48,3325.42,3635.95,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,0.00,0.00,0.00,0.00,0.00,
11,Operating And Direct Expenses,0.00,3325.28,2812.86,2434.97,2939.14,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",0.00,0.00,0.00,0.00,0.00,
13,Employee Benefit Expenses,42.60,60.86,53.48,87.89,58.51,
14,Finance Costs,491.93,319.42,227.98,225.34,303.59,
15,Depreciation And Amortisation Expenses,0.00,0.00,0.00,0.00,0.00,
16,Other Expenses,2332.88,86.91,69.04,61.35,42.78,
17,Total Expenses,2867.41,3792.46,3163.36,2809.56,3344.02,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",202.65,369.83,460.12,515.86,291.93,
19,Exceptional Items,0.00,-1.65,0.00,0.00,0.00,
20,Profit/Loss Before Tax,202.65,368.19,460.12,515.86,291.93,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,14.14,88.75,131.21,72.25,88.70,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,0.00,0.23,0.14,-0.49,-0.01,
25,Tax For Earlier Years,0.00,0.00,0.00,0.00,0.00,
26,Total Tax Expenses,14.14,88.98,131.35,71.76,88.69,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,188.51,279.20,328.77,444.10,203.24,
28,Profit/Loss From Continuing Operations,188.51,279.20,328.77,444.10,203.24,
29,Profit/Loss For The Period,188.51,279.20,328.77,444.10,203.24,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),5.36,7.94,9.35,12.64,5.78,
33,Diluted EPS (Rs.),5.36,7.94,9.35,12.64,5.78,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,0.00,87.86,281.16,70.29,
42,Tax On Dividend,0.00,0.00,0.00,0.00,0.00,
43,Equity Dividend Rate (%),0.00,50.00,25.00,50.00,50.00,
