,0,1,2,3,4,5,6
0,Profit & Loss account of INDUS TOWERS (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],13950.80,6738.30,6821.70,6618.00,6084.70,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,
5,Revenue From Operations [Net],13950.80,6738.30,6821.70,6618.00,6084.70,
6,Total Operating Revenues,13950.80,6738.30,6821.70,6618.00,6084.70,
7,Other Income,616.80,465.70,1668.20,1106.10,1022.10,
8,Total Revenue,14567.60,7204.00,8489.90,7724.10,7106.80,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,0.00,2366.40,2559.80,2281.30,2114.30,
11,Operating And Direct Expenses,0.00,0.00,0.00,406.20,408.40,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",0.00,0.00,0.00,0.00,0.00,
13,Employee Benefit Expenses,512.60,293.50,291.50,291.60,274.60,
14,Finance Costs,636.00,333.30,52.90,-170.50,-654.10,
15,Depreciation And Amortisation Expenses,2842.90,1277.40,1063.70,1179.60,1165.70,
16,Other Expenses,6260.10,521.20,856.90,482.90,462.20,
17,Total Expenses,10251.60,4791.80,4824.80,4471.10,3771.10,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",4316.00,2412.20,3665.10,3253.00,3335.70,
19,Exceptional Items,0.00,0.00,0.00,-26.00,0.00,
20,Profit/Loss Before Tax,4316.00,2412.20,3665.10,3227.00,3335.70,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,977.80,580.50,846.90,893.90,859.40,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,0.00,85.10,39.20,-80.80,-228.70,
25,Tax For Earlier Years,0.00,0.00,0.00,0.00,0.00,
26,Total Tax Expenses,977.80,665.60,886.10,813.10,630.70,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,3338.20,1746.60,2779.00,2413.90,2705.00,
28,Profit/Loss From Continuing Operations,3338.20,1746.60,2779.00,2413.90,2705.00,
29,Profit/Loss For The Period,3338.20,1746.60,2779.00,2413.90,2705.00,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),15.47,9.44,15.03,13.05,14.49,
33,Diluted EPS (Rs.),15.47,9.44,15.03,13.05,14.49,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,2570.90,3976.70,739.80,2774.40,
42,Tax On Dividend,0.00,528.50,0.00,0.00,0.00,
43,Equity Dividend Rate (%),201.00,105.00,150.00,140.00,160.00,
