,0,1,2,3,4,5,6
0,Profit & Loss account of Sadbhav Engineering (in Rs. Cr.),Mar 20,Mar 19,Mar 18,Mar 17,Mar 16,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],2241.06,3539.40,3498.04,3316.10,3181.65,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,
5,Revenue From Operations [Net],2241.06,3539.40,3498.04,3316.10,3181.65,
6,Total Operating Revenues,2251.66,3549.23,3505.06,3320.31,3186.25,
7,Other Income,115.85,100.31,89.83,87.54,90.51,
8,Total Revenue,2367.51,3649.54,3594.89,3407.84,3276.76,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,378.37,769.17,1078.69,817.90,951.61,
11,Operating And Direct Expenses,1356.65,2082.94,1734.74,1837.27,1638.85,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",0.00,0.00,0.00,0.00,0.00,
13,Employee Benefit Expenses,147.15,167.58,155.35,136.63,122.25,
14,Finance Costs,194.12,174.92,190.80,153.44,151.48,
15,Depreciation And Amortisation Expenses,108.45,95.76,97.90,100.04,84.93,
16,Other Expenses,90.03,101.64,121.14,172.89,148.16,
17,Total Expenses,2274.77,3392.01,3378.63,3218.17,3097.29,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",92.74,257.53,216.27,189.68,179.48,
19,Exceptional Items,17.01,0.76,0.00,0.00,-19.45,
20,Profit/Loss Before Tax,109.75,258.30,216.27,189.68,160.03,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,36.22,71.41,47.36,40.48,37.77,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,-3.95,
24,Deferred Tax,-11.62,0.04,-51.76,-38.65,-1.25,
25,Tax For Earlier Years,0.00,0.00,0.00,0.00,-14.14,
26,Total Tax Expenses,24.59,71.44,-4.39,1.83,26.33,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,85.16,186.85,220.66,187.85,133.71,
28,Profit/Loss From Continuing Operations,85.16,186.85,220.66,187.85,133.71,
29,Profit/Loss For The Period,85.16,186.85,220.66,187.85,133.71,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),4.96,10.89,12.86,10.95,7.79,
33,Diluted EPS (Rs.),4.96,10.89,12.86,10.95,7.79,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,962.01,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,17.16,17.16,15.49,14.46,12.01,
42,Tax On Dividend,1.03,2.51,0.00,0.00,2.44,
43,Equity Dividend Rate (%),0.00,100.00,100.00,75.00,70.00,
