,0,1,2,3,4,5,6
0,Profit & Loss account of Bombay Dyeing and Manufacturing Company (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],1193.42,1840.95,4192.31,2612.99,1944.76,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,30.43,104.30,
5,Revenue From Operations [Net],1193.42,1840.95,4192.31,2582.56,1840.46,
6,Total Operating Revenues,1193.42,1894.62,4429.76,2662.32,1923.71,
7,Other Income,32.29,50.04,40.22,51.25,72.59,
8,Total Revenue,1225.71,1944.66,4469.98,2713.57,1996.30,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,545.12,910.98,1177.03,968.27,889.38,
11,Operating And Direct Expenses,0.00,282.07,498.52,703.93,357.65,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",307.13,-54.61,494.40,12.03,-87.34,
13,Employee Benefit Expenses,60.33,89.85,94.66,87.31,88.58,
14,Finance Costs,588.39,553.82,489.70,412.51,368.45,
15,Depreciation And Amortisation Expenses,33.72,33.11,29.79,29.88,31.66,
16,Other Expenses,253.38,177.59,233.08,144.68,168.91,
17,Total Expenses,1790.03,2153.73,3238.08,2523.13,2047.49,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",-564.32,-209.07,1231.90,190.44,-51.19,
19,Exceptional Items,57.78,0.00,3.87,-153.25,-67.48,
20,Profit/Loss Before Tax,-506.54,-209.07,1235.77,37.19,-118.67,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,-37.44,0.00,7.64,0.00,29.57,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,0.00,-531.59,0.00,0.00,0.00,
25,Tax For Earlier Years,0.00,-5.35,-1.85,2.78,0.00,
26,Total Tax Expenses,-37.44,-536.94,5.79,2.78,29.57,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,-469.10,327.87,1229.98,34.41,-148.24,
28,Profit/Loss From Continuing Operations,-469.10,327.87,1229.98,34.41,-148.24,
29,Profit/Loss For The Period,-469.10,327.87,1229.98,34.41,-148.24,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),-22.71,15.87,59.55,1.67,-7.18,
33,Diluted EPS (Rs.),-22.71,15.87,59.55,1.67,-7.18,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,30.98,20.65,14.46,10.33,
42,Tax On Dividend,0.00,6.37,4.24,2.94,2.10,
43,Equity Dividend Rate (%),0.00,10.00,75.00,50.00,35.00,
