,0,1,2,3,4,5,6
0,Profit & Loss account of Bajaj Finance (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],23369.16,23671.83,17296.17,12240.32,9258.03,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,
5,Revenue From Operations [Net],23369.16,23671.83,17296.17,12240.32,9258.03,
6,Total Operating Revenues,23532.16,23822.53,17386.02,13287.77,9963.02,
7,Other Income,14.17,11.62,13.25,41.45,25.95,
8,Total Revenue,23546.33,23834.15,17399.27,13329.22,9988.97,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,0.00,0.00,0.00,0.00,0.00,
11,Operating And Direct Expenses,0.00,1104.79,761.12,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",0.00,0.00,0.00,0.00,0.00,
13,Employee Benefit Expenses,2242.42,2294.56,1719.60,1401.43,931.67,
14,Finance Costs,7446.39,7857.55,5938.85,4584.74,3803.37,
15,Depreciation And Amortisation Expenses,302.25,270.70,137.37,101.96,71.16,
16,Other Expenses,2471.11,1693.27,1330.74,2154.54,1561.36,
17,Total Expenses,18183.45,17026.02,11363.97,9272.86,7171.45,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",5362.88,6808.13,6035.30,4056.36,2817.52,
19,Exceptional Items,0.00,0.00,0.00,0.00,0.00,
20,Profit/Loss Before Tax,5362.88,6808.13,6035.30,4056.36,2817.52,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,1407.37,2079.96,2043.73,1427.00,1070.00,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,0.00,-152.95,101.23,-17.34,-89.03,
25,Tax For Earlier Years,0.00,0.00,0.00,0.00,0.00,
26,Total Tax Expenses,1407.37,1927.01,2144.96,1409.66,980.97,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,3955.51,4881.12,3890.34,2646.70,1836.55,
28,Profit/Loss From Continuing Operations,3955.51,4881.12,3890.34,2646.70,1836.55,
29,Profit/Loss For The Period,3955.51,4881.12,3890.34,2646.70,1836.55,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),65.85,83.25,67.52,47.05,34.01,
33,Diluted EPS (Rs.),65.33,82.60,66.95,46.57,33.67,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,1141.62,231.19,197.96,0.00,
42,Tax On Dividend,0.00,0.00,47.52,40.30,0.00,
43,Equity Dividend Rate (%),500.00,500.00,300.00,200.00,180.00,
