,0,1,2,3,4,5,6
0,Profit & Loss account of Orient Electric Limited (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,6 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],2032.60,2032.82,1832.73,1596.13,228.48,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,25.81,19.38,
5,Revenue From Operations [Net],2032.60,2032.82,1832.73,1570.31,209.10,
6,Total Operating Revenues,2032.60,2061.82,1864.40,1599.77,212.28,
7,Other Income,6.27,4.09,9.53,5.51,0.84,
8,Total Revenue,2038.87,2065.91,1873.93,1605.28,213.12,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,655.20,773.22,750.38,633.98,72.00,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",34.68,-34.00,-38.07,-27.09,22.23,
13,Employee Benefit Expenses,179.17,198.48,173.61,142.78,11.51,
14,Finance Costs,20.73,26.12,22.86,24.47,2.72,
15,Depreciation And Amortisation Expenses,43.15,40.12,23.05,19.75,1.75,
16,Other Expenses,212.97,277.57,278.22,277.03,29.90,
17,Total Expenses,1876.97,1951.64,1769.03,1507.45,192.92,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",161.90,114.27,104.90,97.83,20.20,
19,Exceptional Items,0.00,0.00,0.00,0.00,0.00,
20,Profit/Loss Before Tax,161.90,114.27,104.90,97.83,20.20,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,42.16,37.36,44.11,22.87,4.62,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,9.45,4.62,
24,Deferred Tax,0.00,-1.71,-9.00,20.38,8.37,
25,Tax For Earlier Years,0.00,0.00,0.48,0.00,0.00,
26,Total Tax Expenses,42.16,35.65,35.59,33.80,8.37,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,119.74,78.62,69.31,64.03,11.82,
28,Profit/Loss From Continuing Operations,119.74,78.62,69.31,64.03,11.82,
29,Profit/Loss For The Period,119.74,78.62,69.31,64.03,11.82,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),5.64,3.71,3.27,3.02,0.56,
33,Diluted EPS (Rs.),5.63,3.70,3.27,3.02,0.56,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,24.40,21.22,10.61,0.00,
42,Tax On Dividend,0.00,5.02,4.36,2.16,0.00,
43,Equity Dividend Rate (%),200.00,115.00,100.00,50.00,0.00,
