,0,1,2,3,4,5,6
0,Profit & Loss account of Max Financial Services (in Rs. Cr.),Mar 20,Mar 19,Mar 18,Mar 17,Mar 16,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],494.94,316.63,263.50,21.22,16.24,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,
5,Revenue From Operations [Net],494.94,316.63,263.50,21.22,16.24,
6,Total Operating Revenues,494.94,316.63,263.50,254.91,200.71,
7,Other Income,0.08,1.15,0.72,1.36,0.51,
8,Total Revenue,495.02,317.78,264.21,256.28,201.22,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,0.00,0.00,0.00,0.00,0.00,
11,Operating And Direct Expenses,0.00,102.61,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",0.00,0.00,0.00,0.00,0.00,
13,Employee Benefit Expenses,22.86,76.40,53.74,37.20,32.66,
14,Finance Costs,0.20,27.25,0.00,0.00,0.00,
15,Depreciation And Amortisation Expenses,9.89,1.75,1.92,1.96,2.22,
16,Other Expenses,65.74,60.39,64.61,63.12,51.14,
17,Total Expenses,98.69,268.39,120.28,102.28,86.02,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",396.33,49.39,143.94,154.00,115.21,
19,Exceptional Items,0.00,0.00,0.00,0.00,0.00,
20,Profit/Loss Before Tax,396.33,49.39,143.94,154.00,115.21,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,123.78,0.00,0.00,0.00,0.00,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,0.00,0.00,0.00,0.00,0.00,
25,Tax For Earlier Years,0.00,0.00,0.00,0.00,0.00,
26,Total Tax Expenses,123.78,0.00,0.00,0.00,0.00,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,272.55,49.39,143.94,154.00,115.21,
28,Profit/Loss From Continuing Operations,272.55,49.39,143.94,154.00,115.21,
29,Profit/Loss For The Period,272.55,49.39,143.94,154.00,115.21,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),10.12,1.83,5.36,5.76,4.32,
33,Diluted EPS (Rs.),10.11,1.83,5.35,5.71,4.27,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,0.00,0.00,0.00,96.11,
42,Tax On Dividend,0.00,0.00,0.00,0.00,0.00,
43,Equity Dividend Rate (%),0.00,0.00,0.00,0.00,180.00,
