,0,1,2,3,4,5,6
0,Profit & Loss account of JK Lakshmi Cement (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],4384.71,4039.87,3878.10,3509.74,3256.15,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,102.04,349.71,
5,Revenue From Operations [Net],4384.71,4039.87,3878.10,3407.70,2906.44,
6,Total Operating Revenues,4384.71,4043.50,3882.34,3412.15,2910.41,
7,Other Income,74.47,50.08,56.26,68.10,69.81,
8,Total Revenue,4459.18,4093.58,3938.60,3480.25,2980.22,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,671.84,611.35,714.99,584.15,524.94,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",56.44,-72.03,83.93,-47.97,12.76,
13,Employee Benefit Expenses,326.98,311.96,259.86,234.95,208.39,
14,Finance Costs,142.52,164.42,187.44,197.48,188.65,
15,Depreciation And Amortisation Expenses,194.19,188.35,179.39,179.27,172.37,
16,Other Expenses,2184.09,2207.83,2238.77,1987.46,1574.65,
17,Total Expenses,3931.67,3723.89,3834.17,3377.54,2906.02,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",527.51,369.69,104.43,102.71,74.20,
19,Exceptional Items,-30.92,-30.23,0.00,0.00,0.00,
20,Profit/Loss Before Tax,496.59,339.46,104.43,102.71,74.20,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,132.77,63.13,27.21,25.93,16.67,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,0.00,43.01,-2.34,-10.36,-24.37,
25,Tax For Earlier Years,0.00,-1.91,0.00,3.18,-0.10,
26,Total Tax Expenses,132.77,104.23,24.87,18.75,-7.80,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,363.82,235.23,79.56,83.96,82.00,
28,Profit/Loss From Continuing Operations,363.82,235.23,79.56,83.96,82.00,
29,Profit/Loss For The Period,363.82,235.23,79.56,83.96,82.00,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),30.92,19.99,6.76,7.14,6.97,
33,Diluted EPS (Rs.),30.92,19.99,6.76,7.14,6.97,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,46.10,10.64,10.63,3.54,
42,Tax On Dividend,0.00,0.00,0.00,0.00,0.00,
43,Equity Dividend Rate (%),75.00,50.00,15.00,15.00,15.00,
