,0,1,2,3,4,5,6
0,Profit & Loss account of Thermax (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],3131.48,3197.23,3488.42,3804.83,3783.66,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,20.76,106.64,
5,Revenue From Operations [Net],3131.48,3197.23,3488.42,3784.07,3677.02,
6,Total Operating Revenues,3131.48,3215.08,3541.10,3867.87,3763.65,
7,Other Income,140.40,104.40,122.80,103.98,102.65,
8,Total Revenue,3271.88,3319.48,3663.90,3971.85,3866.30,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,1632.07,1760.38,2111.73,2095.83,1983.06,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",8.18,-12.80,-16.89,-21.59,6.20,
13,Employee Benefit Expenses,453.79,430.94,393.34,459.12,458.92,
14,Finance Costs,8.57,5.23,5.26,8.04,3.59,
15,Depreciation And Amortisation Expenses,63.99,62.61,50.13,64.20,65.43,
16,Other Expenses,739.13,724.29,693.00,895.12,870.63,
17,Total Expenses,2985.93,3069.44,3345.77,3568.74,3458.88,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",285.95,250.04,318.13,403.11,407.42,
19,Exceptional Items,-103.03,-14.89,-47.85,-25.00,-132.84,
20,Profit/Loss Before Tax,182.92,235.15,270.28,378.11,274.58,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,41.90,61.51,106.15,140.58,132.89,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,0.00,12.25,3.11,-0.72,-3.14,
25,Tax For Earlier Years,0.00,0.00,0.00,0.00,0.00,
26,Total Tax Expenses,41.90,73.76,109.26,139.86,129.75,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,141.02,161.39,161.02,238.25,144.83,
28,Profit/Loss From Continuing Operations,141.02,161.39,161.02,238.25,144.83,
29,Profit/Loss For The Period,141.02,213.99,275.24,238.25,144.83,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),11.83,17.95,23.10,19.99,12.15,
33,Diluted EPS (Rs.),11.83,17.95,23.10,19.99,12.15,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,166.82,71.49,71.49,71.49,
42,Tax On Dividend,0.00,32.37,12.64,14.55,14.55,
43,Equity Dividend Rate (%),350.00,350.00,350.00,300.00,300.00,
