,0,1,2,3,4,5,6
0,Profit & Loss account of Mahindra and Mahindra (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],45040.98,44897.93,52960.80,48871.76,46709.17,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,759.44,3330.24,
5,Revenue From Operations [Net],45040.98,44897.93,52960.80,48112.32,43378.93,
6,Total Operating Revenues,45040.98,45487.78,53614.00,48685.55,44053.50,
7,Other Income,1221.31,1667.81,1688.97,1036.36,1345.46,
8,Total Revenue,46262.29,47155.59,55302.97,49721.91,45398.96,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,25035.89,22873.74,27095.07,23265.31,21129.65,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",-240.00,409.49,-950.19,194.87,57.87,
13,Employee Benefit Expenses,2858.80,2880.08,2980.22,2840.89,2714.43,
14,Finance Costs,370.88,113.23,113.39,112.20,159.59,
15,Depreciation And Amortisation Expenses,2232.99,2222.63,1860.40,1479.42,1526.38,
16,Other Expenses,4083.26,5384.59,5867.23,5614.45,4880.33,
17,Total Expenses,41158.94,42025.58,48948.23,44053.15,41224.81,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",5103.35,5130.01,6354.74,5668.76,4174.15,
19,Exceptional Items,-3663.27,-2013.98,-29.73,433.61,548.46,
20,Profit/Loss Before Tax,1440.08,3116.03,6325.01,6102.37,4722.61,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,1191.62,996.98,1179.12,1211.23,973.67,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,0.00,788.50,349.85,535.13,105.55,
25,Tax For Earlier Years,0.00,0.00,0.00,0.00,0.00,
26,Total Tax Expenses,1191.62,1785.48,1528.97,1746.36,1079.22,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,248.46,1330.55,4796.04,4356.01,3643.39,
28,Profit/Loss From Continuing Operations,248.46,1330.55,4796.04,4356.01,3643.39,
29,Profit/Loss For The Period,248.46,1330.55,4796.04,4356.01,3643.39,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),2.25,11.16,40.29,36.64,30.69,
33,Diluted EPS (Rs.),2.24,11.12,40.13,36.47,30.54,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,1187.33,932.00,925.25,841.12,
42,Tax On Dividend,0.00,0.00,79.92,0.00,0.00,
43,Equity Dividend Rate (%),175.00,47.00,170.00,150.00,260.00,
