,0,1,2,3,4,5,6
0,Profit & Loss account of Jyothy Labs (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],1885.00,1663.93,1767.70,1702.75,1696.33,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,17.89,66.19,
5,Revenue From Operations [Net],1885.00,1663.93,1767.70,1684.86,1630.14,
6,Total Operating Revenues,1885.00,1665.38,1768.87,1699.73,1631.96,
7,Other Income,19.81,20.05,27.83,29.95,11.40,
8,Total Revenue,1904.81,1685.43,1796.70,1729.68,1643.37,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,797.36,692.30,704.23,566.62,516.79,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",-27.33,-31.78,-10.25,3.57,-6.08,
13,Employee Benefit Expenses,220.85,200.32,188.60,168.01,149.67,
14,Finance Costs,11.72,24.78,27.82,42.35,50.89,
15,Depreciation And Amortisation Expenses,77.91,75.73,58.29,56.59,54.74,
16,Other Expenses,343.10,323.21,332.69,385.51,335.47,
17,Total Expenses,1657.90,1516.06,1569.20,1521.20,1477.41,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",246.91,169.37,227.50,208.48,165.96,
19,Exceptional Items,-23.50,-3.78,0.00,0.00,0.00,
20,Profit/Loss Before Tax,223.41,165.59,227.50,208.48,165.96,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,33.15,26.63,46.91,42.27,26.46,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,0.00,-18.73,-12.58,7.11,-70.39,
25,Tax For Earlier Years,0.00,0.00,0.00,-1.44,7.85,
26,Total Tax Expenses,33.15,7.90,34.33,47.94,-36.09,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,190.26,157.69,193.17,160.54,202.05,
28,Profit/Loss From Continuing Operations,190.26,157.69,193.17,160.54,202.05,
29,Profit/Loss For The Period,190.26,157.69,193.17,160.54,202.05,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),5.18,4.29,5.29,8.83,11.12,
33,Diluted EPS (Rs.),5.18,4.29,5.29,8.74,11.12,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,220.33,18.18,109.01,18.11,
42,Tax On Dividend,0.00,45.29,3.74,22.19,3.69,
43,Equity Dividend Rate (%),400.00,300.00,300.00,50.00,600.00,
