,0,1,2,3,4,5,6
0,Profit & Loss account of Rallis India (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],2429.43,2238.25,1975.95,1501.29,1462.83,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,17.52,104.68,
5,Revenue From Operations [Net],2429.43,2238.25,1975.95,1483.78,1358.15,
6,Total Operating Revenues,2429.43,2251.50,1983.61,1498.42,1385.71,
7,Other Income,40.44,34.33,30.61,8.93,10.51,
8,Total Revenue,2469.87,2285.83,2014.22,1507.35,1396.22,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,1407.55,1280.93,1194.48,704.06,635.37,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",-68.93,-33.30,-140.03,-73.06,35.80,
13,Employee Benefit Expenses,216.00,199.37,179.85,125.65,114.01,
14,Finance Costs,5.21,6.11,5.25,3.29,2.67,
15,Depreciation And Amortisation Expenses,64.07,61.51,46.07,40.57,42.18,
16,Other Expenses,415.23,402.15,393.60,279.57,240.42,
17,Total Expenses,2175.72,2057.98,1795.64,1316.10,1195.29,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",294.15,227.85,218.57,191.26,200.94,
19,Exceptional Items,9.45,11.42,0.00,0.00,158.39,
20,Profit/Loss Before Tax,303.60,239.27,218.57,191.26,359.33,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,74.93,69.07,68.76,58.95,79.26,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,0.00,-15.26,-4.37,-9.18,14.04,
25,Tax For Earlier Years,0.00,0.00,0.00,0.00,0.00,
26,Total Tax Expenses,74.93,53.80,64.39,49.77,93.29,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,228.67,185.47,154.19,141.49,266.03,
28,Profit/Loss From Continuing Operations,228.67,185.47,154.19,141.49,266.03,
29,Profit/Loss For The Period,228.67,185.47,154.19,141.49,266.03,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),11.76,9.54,7.93,7.28,13.68,
33,Diluted EPS (Rs.),11.76,9.54,7.93,7.28,13.68,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,48.62,48.62,72.93,48.62,
42,Tax On Dividend,0.00,9.99,9.99,14.95,9.90,
43,Equity Dividend Rate (%),300.00,250.00,250.00,250.00,375.00,
