,0,1,2,3,4,5,6
0,Profit & Loss account of Dhanuka Agritech (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],1387.47,1108.62,994.29,966.03,970.19,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,13.61,117.42,
5,Revenue From Operations [Net],1387.47,1108.62,994.29,952.42,852.76,
6,Total Operating Revenues,1387.47,1120.07,1005.84,962.63,883.35,
7,Other Income,33.70,25.09,21.20,16.03,17.51,
8,Total Revenue,1421.17,1145.16,1027.04,978.67,900.86,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,757.10,582.45,546.30,387.36,450.19,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",-35.00,-11.36,-22.14,64.17,-63.45,
13,Employee Benefit Expenses,118.27,105.23,104.66,106.46,96.91,
14,Finance Costs,2.69,1.56,0.89,0.87,0.99,
15,Depreciation And Amortisation Expenses,15.18,16.36,12.35,14.21,14.85,
16,Other Expenses,136.78,129.68,138.52,127.88,117.90,
17,Total Expenses,1136.23,964.52,873.09,811.66,729.31,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",284.94,180.64,153.96,167.01,171.55,
19,Exceptional Items,0.00,0.00,0.00,0.00,0.00,
20,Profit/Loss Before Tax,284.94,180.64,153.96,167.01,171.55,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,74.38,46.04,52.83,44.59,45.53,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,0.00,-6.87,-1.13,0.74,4.11,
25,Tax For Earlier Years,0.00,0.00,-10.32,-4.50,0.03,
26,Total Tax Expenses,74.38,39.18,41.38,40.83,49.67,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,210.56,141.47,112.58,126.18,121.87,
28,Profit/Loss From Continuing Operations,210.56,141.47,112.58,126.18,121.87,
29,Profit/Loss For The Period,210.56,141.47,112.58,126.18,121.87,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),44.61,29.73,23.02,25.71,24.37,
33,Diluted EPS (Rs.),44.61,29.73,23.02,25.71,24.37,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,59.95,17.18,12.76,0.00,
42,Tax On Dividend,0.00,12.32,3.53,2.60,0.00,
43,Equity Dividend Rate (%),100.00,600.00,30.00,275.00,30.00,
