,0,1,2,3,4,5,6
0,Profit & Loss account of IIFL Finance (in Rs. Cr.),Mar 20,Mar 19,Mar 18,Mar 17,Mar 16,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],2608.30,2953.34,246.26,142.61,199.19,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,
5,Revenue From Operations [Net],2608.30,2953.34,246.26,142.61,199.19,
6,Total Operating Revenues,2608.30,2953.34,246.26,142.61,211.41,
7,Other Income,21.58,9.26,23.79,0.27,0.00,
8,Total Revenue,2629.88,2962.59,270.06,142.87,211.41,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,0.00,0.00,0.00,0.00,0.00,
11,Operating And Direct Expenses,405.45,311.66,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",0.00,0.00,0.00,0.00,0.00,
13,Employee Benefit Expenses,440.74,415.61,8.43,0.26,8.78,
14,Finance Costs,1244.50,1365.18,5.05,0.00,6.35,
15,Depreciation And Amortisation Expenses,89.41,24.11,1.14,1.93,0.09,
16,Other Expenses,285.38,337.19,9.14,0.00,5.76,
17,Total Expenses,2397.85,2454.90,23.77,2.20,20.98,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",232.03,507.69,246.29,140.68,190.43,
19,Exceptional Items,4.61,115.33,0.00,0.00,0.00,
20,Profit/Loss Before Tax,236.64,623.02,246.29,140.68,190.43,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,41.93,125.83,26.19,0.00,15.96,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,9.86,45.03,3.44,0.00,2.49,
25,Tax For Earlier Years,-2.07,1.14,1.98,0.00,0.00,
26,Total Tax Expenses,49.72,171.99,31.60,0.00,18.45,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,186.91,451.03,214.69,140.68,171.98,
28,Profit/Loss From Continuing Operations,148.80,451.03,214.69,140.68,171.98,
29,Profit/Loss For The Period,148.80,451.03,214.69,156.78,171.98,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),3.94,11.94,6.75,4.94,5.49,
33,Diluted EPS (Rs.),3.94,11.86,6.73,4.92,5.46,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,81.71,172.58,159.24,142.92,134.08,
42,Tax On Dividend,7.93,18.30,0.10,0.06,0.00,
43,Equity Dividend Rate (%),113.00,250.00,250.00,225.00,213.00,
