,0,1,2,3,4,5,6
0,Profit & Loss account of Edelweiss Financial Services (in Rs. Cr.),Mar 20,Mar 19,Mar 18,Mar 17,Mar 16,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],191.04,302.77,420.56,423.53,316.30,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,
5,Revenue From Operations [Net],191.04,302.77,420.56,423.53,316.30,
6,Total Operating Revenues,236.68,303.03,420.56,450.43,335.37,
7,Other Income,22.33,17.34,19.58,0.04,2.97,
8,Total Revenue,259.01,320.38,440.14,450.47,338.34,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,0.00,0.00,0.00,0.00,0.00,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",0.00,0.00,0.00,0.00,0.00,
13,Employee Benefit Expenses,79.77,108.46,97.21,85.65,70.08,
14,Finance Costs,32.31,16.43,74.96,140.52,23.23,
15,Depreciation And Amortisation Expenses,3.22,3.86,4.06,2.83,2.56,
16,Other Expenses,62.29,90.05,86.97,77.87,57.48,
17,Total Expenses,179.46,214.45,267.24,306.88,153.35,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",79.55,105.93,172.90,143.59,185.00,
19,Exceptional Items,0.00,0.00,0.00,0.00,0.00,
20,Profit/Loss Before Tax,79.55,105.93,172.90,143.59,185.00,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,0.19,7.30,30.48,17.81,43.07,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,-3.22,-4.25,4.15,-3.23,-13.67,
25,Tax For Earlier Years,0.00,0.00,0.00,0.00,0.00,
26,Total Tax Expenses,-3.03,3.05,34.63,14.58,29.40,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,82.58,102.88,138.26,129.01,155.59,
28,Profit/Loss From Continuing Operations,82.58,102.88,138.26,129.01,155.59,
29,Profit/Loss For The Period,82.58,102.88,138.26,129.01,155.59,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),0.93,1.17,1.68,1.56,1.93,
33,Diluted EPS (Rs.),0.92,1.15,1.62,1.49,1.87,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,26.65,124.12,115.26,83.22,101.93,
42,Tax On Dividend,0.00,2.47,3.33,0.41,3.53,
43,Equity Dividend Rate (%),140.00,140.00,135.00,130.00,125.00,
