,0,1,2,3,4,5,6
0,Profit & Loss account of Indostar Capital Finance (in Rs. Cr.),Mar 20,Mar 19,Mar 18,Mar 17,Mar 16,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],1470.44,1177.17,786.88,714.93,641.33,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,
5,Revenue From Operations [Net],1470.44,1177.17,786.88,714.93,641.33,
6,Total Operating Revenues,1470.44,1177.17,786.88,714.93,641.33,
7,Other Income,0.00,0.00,0.06,0.61,0.05,
8,Total Revenue,1470.44,1177.17,786.94,715.54,641.38,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,0.00,0.00,0.00,0.00,0.00,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",0.00,0.00,0.00,0.00,0.00,
13,Employee Benefit Expenses,165.05,122.60,97.28,47.79,39.45,
14,Finance Costs,787.80,561.30,325.55,311.85,289.26,
15,Depreciation And Amortisation Expenses,28.24,16.72,4.48,1.87,0.51,
16,Other Expenses,121.55,67.57,39.47,21.28,16.48,
17,Total Expenses,1918.11,784.51,462.85,395.12,349.08,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",-447.66,392.66,324.09,320.43,292.30,
19,Exceptional Items,0.00,0.00,0.00,0.00,0.00,
20,Profit/Loss Before Tax,-447.66,392.66,324.09,320.43,292.30,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,0.02,91.87,125.45,117.45,103.07,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,-107.59,45.67,-13.30,-6.06,-1.79,
25,Tax For Earlier Years,0.00,0.00,0.00,0.00,0.00,
26,Total Tax Expenses,-107.58,137.53,112.15,111.39,101.29,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,-340.09,255.13,211.94,209.04,191.02,
28,Profit/Loss From Continuing Operations,-340.09,255.13,211.94,209.04,191.02,
29,Profit/Loss For The Period,-340.09,255.13,211.94,209.04,191.02,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),-36.85,28.21,26.95,28.45,26.66,
33,Diluted EPS (Rs.),-36.85,27.62,24.31,26.09,26.33,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,22.24,11.12,0.00,0.00,0.00,
42,Tax On Dividend,0.00,0.00,0.00,0.00,0.00,
43,Equity Dividend Rate (%),10.00,20.00,0.00,0.00,0.00,
