,0,1,2,3,4,5,6
0,Profit & Loss account of SIS (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],3004.08,2929.98,2461.56,2111.86,1595.39,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,
5,Revenue From Operations [Net],3004.08,2929.98,2461.56,2111.86,1595.39,
6,Total Operating Revenues,3004.08,2995.88,2503.52,2135.05,1601.82,
7,Other Income,26.29,44.92,21.49,7.60,6.32,
8,Total Revenue,3030.37,3040.80,2525.01,2142.65,1608.14,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,0.00,0.00,0.00,0.00,0.00,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",-1.32,-0.67,-7.07,-9.14,0.00,
13,Employee Benefit Expenses,2661.99,2611.09,2200.79,1882.04,1435.74,
14,Finance Costs,70.21,75.64,47.54,46.55,50.91,
15,Depreciation And Amortisation Expenses,41.48,53.48,29.51,30.53,24.26,
16,Other Expenses,133.89,154.88,126.22,95.03,67.82,
17,Total Expenses,2944.76,2933.83,2437.26,2064.54,1578.73,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",85.61,106.97,87.75,78.11,29.41,
19,Exceptional Items,0.00,0.00,0.00,-0.83,0.00,
20,Profit/Loss Before Tax,85.61,106.97,87.75,77.28,29.41,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,28.51,6.22,22.31,17.30,5.01,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,0.00,14.42,-53.82,-13.04,-29.57,
25,Tax For Earlier Years,0.00,0.00,0.00,0.00,0.00,
26,Total Tax Expenses,28.51,20.64,-31.51,4.27,-24.57,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,57.09,86.33,119.26,73.01,53.98,
28,Profit/Loss From Continuing Operations,57.09,86.33,119.26,73.01,53.98,
29,Profit/Loss For The Period,57.09,86.33,119.26,73.01,53.98,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),3.88,5.89,16.28,10.20,7.88,
33,Diluted EPS (Rs.),3.86,5.79,16.02,10.01,7.83,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,54.99,10.98,14.64,0.00,
42,Tax On Dividend,0.00,5.23,0.23,2.98,0.00,
43,Equity Dividend Rate (%),0.00,40.00,35.00,35.00,0.00,
