,0,1,2,3,4,5,6
0,Profit & Loss account of Jindal Steel & Power (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],33307.83,26057.95,27431.50,17318.90,15064.39,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,457.87,1645.51,
5,Revenue From Operations [Net],33307.83,26057.95,27431.50,16861.03,13418.88,
6,Total Operating Revenues,33307.83,26228.24,27715.97,17065.17,13848.10,
7,Other Income,666.11,0.00,14.45,0.00,8.88,
8,Total Revenue,33973.94,26228.24,27730.42,17065.17,13856.98,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,8751.83,10687.67,11902.71,6915.13,5026.65,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",183.04,-198.06,-109.71,-279.21,332.30,
13,Employee Benefit Expenses,675.86,678.67,619.77,525.18,531.60,
14,Finance Costs,2186.54,2610.61,2895.76,2391.15,2323.98,
15,Depreciation And Amortisation Expenses,2243.45,2287.08,2307.06,1909.66,2043.65,
16,Other Expenses,9096.53,8495.56,8309.02,6318.88,5524.81,
17,Total Expenses,24682.91,25348.62,26901.82,17392.93,15313.96,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",9291.03,879.62,828.60,-327.76,-1456.98,
19,Exceptional Items,-171.81,0.00,-1398.38,-344.02,0.00,
20,Profit/Loss Before Tax,9119.22,879.62,-569.78,-671.78,-1456.98,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,1964.91,0.00,0.00,0.00,0.00,
23,Less: MAT Credit Entitlement,0.00,-795.01,0.00,0.00,0.00,
24,Deferred Tax,0.00,-491.44,-306.88,-310.17,-470.53,
25,Tax For Earlier Years,0.00,-41.62,0.00,0.00,0.00,
26,Total Tax Expenses,1964.91,261.95,-306.88,-310.17,-470.53,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,7154.31,617.67,-262.90,-361.61,-986.45,
28,Profit/Loss From Continuing Operations,7154.31,617.67,-262.90,-361.61,-986.45,
29,Profit/Loss For The Period,7154.31,617.67,-262.90,-361.61,-986.45,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),70.14,6.09,-2.72,-3.95,-10.78,
33,Diluted EPS (Rs.),70.14,6.09,-2.72,-3.95,-10.78,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,0.00,0.00,0.00,0.00,
42,Tax On Dividend,0.00,0.00,0.00,0.00,0.00,
43,Equity Dividend Rate (%),0.00,0.00,0.00,0.00,0.00,
