,0,1,2,3,4,5,6
0,Profit & Loss account of JK Tyre and Industries (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],6134.52,6038.07,7512.12,6515.45,6538.91,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,125.15,628.39,
5,Revenue From Operations [Net],6134.52,6038.07,7512.12,6390.30,5910.52,
6,Total Operating Revenues,6134.52,6094.84,7613.35,6453.35,5979.12,
7,Other Income,35.60,25.39,76.32,32.45,59.66,
8,Total Revenue,6170.12,6120.23,7689.67,6485.80,6038.78,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,3255.87,3157.83,4071.30,3748.74,3200.17,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",84.52,-40.98,-180.24,-69.80,-68.74,
13,Employee Benefit Expenses,547.99,553.76,560.36,523.60,534.90,
14,Finance Costs,266.27,342.92,316.28,274.12,267.58,
15,Depreciation And Amortisation Expenses,245.99,242.39,188.36,175.13,183.58,
16,Other Expenses,943.48,1002.57,1157.49,1095.51,1001.30,
17,Total Expenses,5795.77,6027.91,7386.79,6415.26,5684.32,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",374.35,92.32,302.88,70.54,354.46,
19,Exceptional Items,21.21,-7.15,1.80,-6.69,105.24,
20,Profit/Loss Before Tax,395.56,85.17,304.68,63.85,459.70,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,139.11,15.57,63.69,15.96,103.97,
23,Less: MAT Credit Entitlement,0.00,-1.00,21.15,18.44,67.09,
24,Deferred Tax,0.00,-160.06,57.74,23.24,90.69,
25,Tax For Earlier Years,0.00,0.00,0.00,0.00,0.00,
26,Total Tax Expenses,139.11,-143.49,100.28,20.76,127.57,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,256.45,228.66,204.40,43.09,332.13,
28,Profit/Loss From Continuing Operations,256.45,228.66,204.40,43.09,332.13,
29,Profit/Loss For The Period,256.45,228.66,204.40,43.09,332.13,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),10.42,9.29,9.01,1.90,14.64,
33,Diluted EPS (Rs.),10.42,9.29,9.01,1.90,14.64,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,36.93,34.02,56.70,56.70,
42,Tax On Dividend,0.00,7.59,6.99,11.55,11.55,
43,Equity Dividend Rate (%),100.00,35.00,75.00,75.00,125.00,
