,0,1,2,3,4,5,6
0,Profit & Loss account of Gujarat Alkalies and Chemicals (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],2429.48,2641.79,3102.31,2479.52,2255.34,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,59.39,232.30,
5,Revenue From Operations [Net],2429.48,2641.79,3102.31,2420.13,2023.04,
6,Total Operating Revenues,2429.48,2724.59,3161.38,2454.50,2070.21,
7,Other Income,67.45,89.78,60.77,105.74,55.92,
8,Total Revenue,2496.93,2814.37,3222.15,2560.25,2126.13,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,926.30,1495.86,1490.47,1177.41,1132.21,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",-8.36,8.69,-13.87,1.47,5.68,
13,Employee Benefit Expenses,233.19,243.90,206.96,201.39,169.76,
14,Finance Costs,15.46,14.04,20.94,14.90,12.83,
15,Depreciation And Amortisation Expenses,174.36,161.83,139.97,127.32,110.92,
16,Other Expenses,903.71,387.38,358.79,285.78,308.67,
17,Total Expenses,2261.13,2322.75,2207.13,1810.02,1744.35,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",235.80,491.62,1015.02,750.22,381.78,
19,Exceptional Items,0.00,0.00,0.00,0.00,0.00,
20,Profit/Loss Before Tax,235.80,491.62,1015.02,750.22,381.78,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,68.95,123.57,269.38,184.81,81.40,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,51.48,
24,Deferred Tax,0.00,34.44,44.56,33.34,44.24,
25,Tax For Earlier Years,0.00,0.77,11.43,-2.96,-0.48,
26,Total Tax Expenses,68.95,158.78,325.37,215.20,73.69,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,166.85,332.84,689.65,535.02,308.10,
28,Profit/Loss From Continuing Operations,166.85,332.84,689.65,535.02,308.10,
29,Profit/Loss For The Period,166.85,332.84,689.65,535.02,308.10,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),22.72,45.32,93.91,72.85,41.95,
33,Diluted EPS (Rs.),22.72,45.32,93.91,72.85,41.95,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,149.66,198.89,
36,Indigenous Raw Materials,0.00,0.00,0.00,505.69,448.66,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,3.13,3.62,
39,Indigenous Stores And Spares,0.00,0.00,0.00,39.49,34.16,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,58.75,47.73,36.72,33.05,
42,Tax On Dividend,0.00,12.08,9.81,7.48,6.73,
43,Equity Dividend Rate (%),80.00,80.00,80.00,65.00,50.00,
