,0,1,2,3,4,5,6
0,Profit & Loss account of UCO Bank (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Interest / Discount on Advances / Bills,7764.69,8140.51,7824.75,7981.61,9871.29,
4,Income from Investments,6064.65,5939.09,5348.28,5178.16,5734.19,
5,Interest on Balance with RBI and Other Inter-Bank funds,252.23,476.30,501.86,368.17,353.18,
6,Others,364.59,578.44,655.74,492.18,367.14,
7,Total Interest Earned,14446.16,15134.33,14330.63,14020.13,16325.80,
8,Other Income,3720.27,2871.21,1513.51,1121.00,2114.49,
9,Total Income,18166.43,18005.55,15844.15,15141.13,18440.29,
10,EXPENDITURE,,,,,,
11,Interest Expended,8966.45,10042.06,10019.48,10895.40,12509.02,
12,Payments to and Provisions for Employees,2467.19,1929.40,1946.22,1841.82,1920.58,
13,Depreciation,0.00,137.29,136.88,151.84,153.14,
14,Operating Expenses (excludes Employee Cost & Depreciation),1312.17,1061.20,981.33,917.82,931.47,
15,Total Operating Expenses,3779.36,3127.89,3064.42,2911.49,3005.19,
16,Provision Towards Income Tax,-242.52,0.00,15.36,9.42,10.84,
17,Provision Towards Deferred Tax,0.00,0.00,0.00,0.00,0.00,
18,Other Provisions and Contingencies,5496.10,7272.43,7065.97,5761.19,4765.91,
19,Total Provisions and Contingencies,5253.58,7272.43,7081.33,5770.61,4776.75,
20,Total Expenditure,17999.39,20442.38,20165.23,19577.50,20290.96,
21,Net Profit / Loss for The Year,167.04,-2436.83,-4321.08,-4436.37,-1850.67,
22,Net Profit / Loss After EI & Prior Year Items,167.04,-2436.83,-4321.08,-4436.37,-1850.67,
23,Profit / Loss Brought Forward,0.00,-9975.45,-5603.83,-1159.64,728.18,
24,Total Profit / Loss available for Appropriations,0.00,-12412.28,-9924.92,-5596.01,-1122.49,
25,APPROPRIATIONS,,,,,,
26,Transfer To / From Statutory Reserve,0.00,0.00,0.00,0.00,0.00,
27,Transfer To / From Capital Reserve,0.00,125.11,50.54,7.82,0.00,
28,Transfer To / From Revenue And Other Reserves,0.00,0.00,0.00,0.00,0.00,
29,Dividend and Dividend Tax for The Previous Year,0.00,0.00,0.00,0.00,0.00,
30,Equity Share Dividend,0.00,0.00,0.00,0.00,0.00,
31,Tax On Dividend,0.00,0.00,0.00,0.00,0.00,
32,Balance Carried Over To Balance Sheet,0.00,-12537.40,-9975.45,-5603.83,-1122.49,
33,Total Appropriations,0.00,-12412.28,-9924.92,-5596.01,-1122.49,
34,OTHER INFORMATION,,,,,,
35,EARNINGS PER SHARE,,,,,,
36,Basic EPS (Rs.),0.17,-3.10,-11.16,-25.23,-13.29,
37,Diluted EPS (Rs.),0.17,-3.10,-11.16,-25.23,-13.29,
38,DIVIDEND PERCENTAGE,,,,,,
39,Equity Dividend Rate (%),0.00,0.00,0.00,0.00,0.00,
