,0,1,2,3,4,5,6
0,Profit & Loss account of IDFC First Bank (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Interest / Discount on Advances / Bills,12632.98,11634.54,7825.54,4722.95,5088.42,
4,Income from Investments,3039.21,3917.28,3905.65,4041.31,3288.78,
5,Interest on Balance with RBI and Other Inter-Bank funds,112.17,80.52,23.19,8.27,57.21,
6,Others,183.50,234.96,193.79,157.48,98.30,
7,Total Interest Earned,15967.86,15867.31,11948.17,8930.00,8532.71,
8,Other Income,2253.70,1722.16,938.56,1117.89,1013.12,
9,Total Income,18221.56,17589.47,12886.74,10047.90,9545.83,
10,EXPENDITURE,,,,,,
11,Interest Expended,8587.60,10232.00,8749.08,7131.91,6515.39,
12,Payments to and Provisions for Employees,1976.98,1527.58,1118.19,675.97,573.62,
13,Depreciation,0.00,305.44,2812.68,163.48,134.34,
14,Operating Expenses (excludes Employee Cost & Depreciation),5116.31,3587.71,1955.87,813.13,569.01,
15,Total Operating Expenses,7093.28,5420.73,5886.73,1652.59,1276.98,
16,Provision Towards Income Tax,23.50,-12.31,-89.01,-12.57,-1.28,
17,Provision Towards Deferred Tax,0.00,498.00,-126.20,180.57,452.50,
18,Other Provisions and Contingencies,2064.89,4315.26,410.31,236.09,282.50,
19,Total Provisions and Contingencies,2088.40,4800.95,195.10,404.09,733.72,
20,Total Expenditure,17769.28,20453.68,14830.92,9188.59,8526.09,
21,Net Profit / Loss for The Year,452.28,-2864.21,-1944.18,859.30,1019.74,
22,Net Profit / Loss After EI & Prior Year Items,452.28,-2864.21,-1944.18,859.30,1019.74,
23,Profit / Loss Brought Forward,0.00,-530.05,1709.67,1646.59,1212.93,
24,Total Profit / Loss available for Appropriations,0.00,-3394.26,-234.51,2505.89,2232.66,
25,APPROPRIATIONS,,,,,,
26,Transfer To / From Statutory Reserve,0.00,0.00,0.00,215.00,255.00,
27,Transfer To / From Capital Reserve,0.00,166.00,1.51,202.00,5.50,
28,Transfer To / From Revenue And Other Reserves,0.00,0.00,0.00,0.00,0.00,
29,Dividend and Dividend Tax for The Previous Year,0.00,0.00,0.00,0.00,0.00,
30,Equity Share Dividend,0.00,0.00,294.02,304.78,0.03,
31,Tax On Dividend,0.00,0.00,0.00,0.00,0.00,
32,Balance Carried Over To Balance Sheet,0.00,-3560.26,-530.05,1709.67,1646.59,
33,Total Appropriations,0.00,-3394.26,-234.51,2505.89,2232.66,
34,OTHER INFORMATION,,,,,,
35,EARNINGS PER SHARE,,,,,,
36,Basic EPS (Rs.),0.82,-5.98,4.75,2.53,3.00,
37,Diluted EPS (Rs.),0.81,-5.91,4.71,2.52,2.98,
38,DIVIDEND PERCENTAGE,,,,,,
39,Equity Dividend Rate (%),0.00,0.00,0.00,8.00,8.00,
