,0,1,2,3,4,5,6
0,Profit & Loss account of INOX Leisure (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],105.93,1887.13,1679.57,1267.32,1149.81,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,
5,Revenue From Operations [Net],105.93,1887.13,1679.57,1267.32,1149.81,
6,Total Operating Revenues,105.93,1897.44,1692.18,1348.12,1220.71,
7,Other Income,42.24,17.13,14.90,14.44,9.05,
8,Total Revenue,148.17,1914.57,1707.09,1362.56,1229.77,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,0.00,0.00,0.00,0.00,0.00,
11,Operating And Direct Expenses,0.00,622.67,556.70,441.68,413.39,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",0.00,0.00,0.00,0.00,0.00,
13,Employee Benefit Expenses,86.68,142.07,115.17,96.36,86.39,
14,Finance Costs,251.09,221.24,23.67,28.89,25.28,
15,Depreciation And Amortisation Expenses,283.21,264.19,96.31,89.79,85.36,
16,Other Expenses,-30.52,535.88,711.16,599.65,574.86,
17,Total Expenses,590.46,1786.05,1503.01,1256.37,1185.29,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",-442.29,128.52,204.07,106.19,44.48,
19,Exceptional Items,-4.08,0.00,-5.00,-8.54,0.00,
20,Profit/Loss Before Tax,-446.37,128.52,199.08,97.65,44.48,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,-108.71,72.90,60.10,32.51,14.73,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,0.00,41.25,10.06,4.20,0.86,
25,Tax For Earlier Years,0.00,-0.58,-4.56,-53.70,-1.59,
26,Total Tax Expenses,-108.71,113.58,65.60,-16.99,14.00,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,-337.66,14.94,133.47,114.64,30.48,
28,Profit/Loss From Continuing Operations,-337.66,14.94,133.47,114.64,30.48,
29,Profit/Loss For The Period,-337.66,14.94,133.47,114.64,30.48,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),-32.22,1.52,14.20,12.49,3.32,
33,Diluted EPS (Rs.),-32.22,1.52,14.19,12.48,3.32,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,9.85,0.00,0.00,0.00,
42,Tax On Dividend,0.00,2.11,0.00,0.00,0.00,
43,Equity Dividend Rate (%),0.00,10.00,0.00,0.00,0.00,
