,0,1,2,3,4,5,6
0,Profit & Loss account of Hindalco Industries (in Rs. Cr.),Mar 20,Mar 19,Mar 18,Mar 17,Mar 16,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],39830.00,45207.16,43446.04,38945.65,36317.43,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,636.89,2446.51,2442.24,
5,Revenue From Operations [Net],39830.00,45207.16,42809.15,36499.14,33875.19,
6,Total Operating Revenues,40242.00,45749.16,42809.15,36936.61,34270.81,
7,Other Income,739.00,940.03,947.82,1005.17,978.92,
8,Total Revenue,40981.00,46689.19,43756.97,37941.78,35249.73,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,29617.00,34183.78,31444.15,26916.89,25716.85,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",0.00,-381.60,-419.23,-1100.16,191.70,
13,Employee Benefit Expenses,1922.00,1981.71,1894.65,1752.12,1687.92,
14,Finance Costs,1679.00,1683.04,1900.54,2322.87,2390.14,
15,Depreciation And Amortisation Expenses,1708.00,1693.16,1617.32,1427.97,1282.02,
16,Other Expenses,4745.00,5483.63,4760.59,4464.89,3326.79,
17,Total Expenses,39965.00,44878.75,41202.94,35873.43,34596.90,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",1016.00,1810.44,2554.03,2068.35,652.83,
19,Exceptional Items,-64.00,0.00,-325.21,84.89,0.00,
20,Profit/Loss Before Tax,952.00,1810.44,2228.82,2153.24,652.83,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,137.00,374.80,412.44,414.58,119.63,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,119.63,
24,Deferred Tax,195.00,230.21,379.89,181.77,98.92,
25,Tax For Earlier Years,0.00,0.00,0.00,0.00,0.00,
26,Total Tax Expenses,332.00,605.01,792.33,596.35,98.92,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,620.00,1205.43,1436.49,1556.89,553.91,
28,Profit/Loss From Continuing Operations,620.00,1205.43,1436.49,1556.89,553.91,
29,Profit/Loss For The Period,620.00,1205.43,1436.49,1556.89,551.90,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),2.79,5.41,6.45,7.56,0.64,
33,Diluted EPS (Rs.),2.79,5.41,6.45,7.55,0.64,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,14732.47,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,4488.07,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,87.35,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,597.58,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,267.00,269.46,269.40,238.78,223.49,
42,Tax On Dividend,49.00,37.90,21.77,0.00,0.00,
43,Equity Dividend Rate (%),100.00,120.00,120.00,110.00,100.00,
